SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LMB
447,MODEL1,PARMS,LMB,1.192715086,0.323055423,0.21432105,0.105231596,-1.589956489,0.535808985,-0.214148871,-0.352739277,-1
448,MODEL1,PARMS,LMB,1.152970027,-2.687608622,0.498022691,-0.981227633,2.96219318,0.653644525,-1.073849669,2.89439984,-1
449,MODEL1,PARMS,LMB,1.22371678,11.4856979,0.230932444,-0.724777745,3.10284242,-0.206295233,2.632384883,-6.433385834,-1
450,MODEL1,PARMS,LMB,1.171703269,-0.059094034,0.345142005,-0.904251448,2.950381213,0.552498159,-1.136794444,2.023684559,-1
451,MODEL1,PARMS,LMB,1.153873838,9.358828161,0.234165114,-0.446123632,1.808900704,-0.073697854,1.889994315,-4.578240399,-1
452,MODEL1,PARMS,LMB,1.166197554,-3.499136571,0.289556965,-0.35928521,1.32626832,0.755759752,-0.20325486,-0.666241475,-1
453,MODEL1,PARMS,LMB,1.206391516,5.882237029,0.297185437,-0.611337626,1.324169262,0.162352946,0.36362166,-1.248889516,-1
454,MODEL1,PARMS,LMB,1.167393223,13.05738112,0.288646137,-0.413146086,1.260568901,-0.325656055,2.272143878,-5.259285032,-1
455,MODEL1,PARMS,LMB,1.224372202,-9.048420764,0.183262338,-0.283620521,1.370066274,1.159972021,-2.073111466,4.483348308,-1
456,MODEL1,PARMS,LMB,1.297792089,-2.477538172,0.207186294,-0.704448777,3.134312989,0.738088246,-1.249179426,2.188571437,-1
457,MODEL1,PARMS,LMB,1.19076936,13.13502226,0.44698207,-1.031855901,3.906713187,-0.378315603,2.364295017,-5.128676618,-1
458,MODEL1,PARMS,LMB,1.181080275,-1.411346105,0.372576478,-0.994949316,3.263064583,0.610574213,-0.548809252,0.729192358,-1
459,MODEL1,PARMS,LMB,1.238591608,11.67384917,0.481395874,-1.341334185,5.199053188,-0.282014999,2.011965084,-4.24661339,-1
460,MODEL1,PARMS,LMB,1.1741047,7.204885434,0.253942151,-0.50458255,2.205614687,0.087606329,-0.255713248,1.09911876,-1
461,MODEL1,PARMS,LMB,1.127152408,-1.283247167,0.216916339,-0.678366257,2.642085481,0.645358537,0.264669898,-1.297494234,-1
462,MODEL1,PARMS,LMB,1.147560911,11.33268135,0.408688239,-0.818602079,2.919095533,-0.231718182,1.523001998,-3.441281108,-1
463,MODEL1,PARMS,LMB,1.250472396,5.504490555,0.325722296,-0.767959412,2.67836875,0.1645569,0.965243243,-2.581787608,-1
464,MODEL1,PARMS,LMB,1.08868338,0.38247851,0.181621293,-0.409920396,1.868224974,0.544028866,-0.263896061,-0.088773681,-1
465,MODEL1,PARMS,LMB,1.289204169,12.52784442,0.193450378,-0.368948594,0.843421574,-0.257315791,2.269426542,-5.136367836,-1
466,MODEL1,PARMS,LMB,1.071150885,11.08123249,0.290406962,-0.734101697,3.077311889,-0.189316115,1.693258399,-3.703158293,-1
467,MODEL1,PARMS,LMB,1.150251702,10.15164114,0.267032829,-0.383546711,1.158971276,-0.140765786,2.108643913,-4.838130443,-1
468,MODEL1,PARMS,LMB,1.268922368,6.228507105,-0.16508418,0.437039405,-1.715159729,0.285566554,-0.122081987,-0.116356306,-1
469,MODEL1,PARMS,LMB,1.21499158,0.175351734,0.265746966,-0.572702991,2.196948443,0.527761481,-0.025755271,-0.234373475,-1
470,MODEL1,PARMS,LMB,1.239442115,15.35951047,0.433117409,-0.871447236,3.049617566,-0.525527075,3.431222388,-8.183178228,-1
471,MODEL1,PARMS,LMB,1.295759748,8.02783081,0.378958189,-1.058002962,3.550062459,0.011284778,0.73899669,-2.011064797,-1
472,MODEL1,PARMS,LMB,1.229892779,1.692275997,0.110739511,-0.115191938,0.886761839,0.473010806,-0.26131981,0.261430231,-1
473,MODEL1,PARMS,LMB,1.193687291,4.079819432,0.442153177,-0.972411217,3.301135369,0.222611792,1.629864757,-4.625693201,-1
474,MODEL1,PARMS,LMB,1.125711164,5.011166507,0.327922478,-0.423276725,1.442608037,0.16406458,1.789199298,-4.818531569,-1
475,MODEL1,PARMS,LMB,1.230575855,0.372879378,0.306514373,-0.772970085,2.773340439,0.504481741,0.398835522,-1.745574864,-1
476,MODEL1,PARMS,LMB,1.270303773,12.21974002,0.333721095,-0.804053006,3.317665106,-0.28089803,2.920967334,-8.035248665,-1
477,MODEL1,PARMS,LMB,1.173302183,10.40396229,0.1200769,-0.219658827,0.61304199,-0.088717811,1.35816818,-3.131908005,-1
478,MODEL1,PARMS,LMB,1.174375868,7.238988721,0.250471619,-0.837686298,3.356063086,0.085850047,1.274056844,-3.818021626,-1
479,MODEL1,PARMS,LMB,1.14627829,6.54634941,0.284201838,-0.362205884,1.25246373,0.102398864,0.919185154,-2.145142859,-1
480,MODEL1,PARMS,LMB,1.24394368,9.50376739,0.352869415,-0.941294471,3.426922442,-0.081350157,0.898445101,-2.597302748,-1
481,MODEL1,PARMS,LMB,1.204215456,-7.62912313,0.338339058,-0.604927896,2.204720702,1.024510504,-2.093025929,4.000596921,-1
482,MODEL1,PARMS,LMB,1.215183925,9.069337667,0.309531075,-0.562683695,1.361783006,-0.058454808,1.405803097,-3.4603192,-1
483,MODEL1,PARMS,LMB,1.198032234,5.306319088,0.4436315,-1.002870305,3.523166749,0.149626648,-0.22457569,0.760803107,-1
484,MODEL1,PARMS,LMB,1.146165948,2.999045631,0.182943705,-0.303963435,1.558211952,0.363289405,1.120045823,-3.510726605,-1
485,MODEL1,PARMS,LMB,1.127251227,5.952694877,0.28164098,-0.685858652,3.105418246,0.144333141,0.923035875,-2.190065831,-1
486,MODEL1,PARMS,LMB,1.181396085,8.706929045,0.272076677,-0.291291183,0.82095365,-0.031953795,0.37082023,-0.439198378,-1
487,MODEL1,PARMS,LMB,1.186800253,-0.165416907,0.288541947,-0.399318618,1.244059666,0.556668244,-0.890422492,1.291242823,-1
488,MODEL1,PARMS,LMB,1.157543081,17.01401825,0.520119622,-1.134954441,3.811293917,-0.646045249,2.706607362,-6.242458541,-1
489,MODEL1,PARMS,LMB,1.237891234,4.019070895,0.318555657,-0.798895917,3.183424199,0.27849673,-0.498497167,1.370789628,-1
490,MODEL1,PARMS,LMB,1.121107928,4.772935163,0.306376168,-0.592782701,2.109663384,0.223813983,-0.40261105,1.117451474,-1
491,MODEL1,PARMS,LMB,1.297667064,-2.458128009,0.356514727,-0.429338414,1.059513158,0.683780849,-1.675090223,3.609479874,-1
492,MODEL1,PARMS,LMB,1.136299017,5.917095314,0.356596473,-0.814548155,3.070887768,0.133016583,0.580423457,-1.303857721,-1
493,MODEL1,PARMS,LMB,1.213391372,6.654338763,0.109713788,-0.183198713,0.81865499,0.129213438,2.604591851,-7.391878475,-1
494,MODEL1,PARMS,LMB,1.169623129,11.1115004,0.273877044,-0.334663681,0.708464112,-0.204678782,2.255052745,-5.620493501,-1
495,MODEL1,PARMS,LMB,1.248883414,8.429303185,0.165766017,-0.325289281,1.804367272,0.011915029,1.67272757,-4.273436242,-1
496,MODEL1,PARMS,LMB,1.152231866,7.254921518,0.30949596,-0.815330153,3.087417486,0.058935075,1.390939678,-3.829229525,-1
497,MODEL1,PARMS,LMB,1.182527094,4.659442095,0.418647551,-0.985583299,3.705339956,0.217619355,-0.704051575,1.921624403,-1
498,MODEL1,PARMS,LMB,1.215832709,0.826471313,0.323735853,-0.852495427,3.101635731,0.496682857,-1.265367248,2.848832581,-1
499,MODEL1,PARMS,LMB,1.25988543,3.745255032,0.421064889,-1.070370003,3.789821102,0.277962243,-0.342995761,0.856010031,-1
500,MODEL1,PARMS,LMB,1.336442988,10.07507975,0.036614857,-0.284156625,1.206709566,-0.023058456,0.765774539,-2.008024239,-1
501,MODEL1,PARMS,LMB,1.250994396,7.962246777,0.382167713,-1.15228279,3.722603352,0.00941024,0.8536218,-2.587711959,-1
502,MODEL1,PARMS,LMB,1.108868898,12.84382129,0.421359311,-0.892526401,3.278221596,-0.3556287,2.312615375,-5.171279121,-1
503,MODEL1,PARMS,LMB,1.188565477,-4.125993928,0.345119857,-0.808027203,3.276344476,0.798054675,-1.437375261,3.324157867,-1
504,MODEL1,PARMS,LMB,1.218175797,11.30450749,0.083900132,-0.440465285,1.962097817,-0.113800543,0.318689487,-0.477510784,-1
505,MODEL1,PARMS,LMB,1.192244216,15.74109683,0.259875409,-0.608142153,2.076998388,-0.498991994,3.276122555,-7.91190076,-1
506,MODEL1,PARMS,LMB,1.118520636,3.824638001,0.275780466,-0.96692008,3.549350626,0.327646431,-0.743528254,1.992355671,-1
507,MODEL1,PARMS,LMB,1.263132215,12.14947814,0.276245315,-0.577787168,1.773564361,-0.25892173,1.803874697,-4.146738832,-1
508,MODEL1,PARMS,LMB,1.157877708,16.32262918,0.319900707,-0.661784354,2.141644762,-0.554746966,2.535899069,-5.145200551,-1
509,MODEL1,PARMS,LMB,1.237896545,8.314671874,0.394941727,-0.880855084,2.796119586,-0.036680214,2.26693285,-5.355012622,-1
510,MODEL1,PARMS,LMB,1.170647175,7.533575486,0.604736335,-1.487324897,5.417577675,-0.05461435,1.777480265,-4.496797369,-1
511,MODEL1,PARMS,LMB,1.153067014,10.87441763,0.159776217,-0.239875582,1.090323841,-0.125442204,0.976307776,-2.229115539,-1
512,MODEL1,PARMS,LMB,1.164291881,10.85668611,0.428565247,-1.223826693,4.634236433,-0.211240774,2.363459284,-5.627247366,-1
513,MODEL1,PARMS,LMB,1.182579193,9.221445602,0.15443372,-0.09334791,0.051322061,-0.022172688,0.51911414,-0.43089441,-1
514,MODEL1,PARMS,LMB,1.142529516,-2.665179404,0.374841937,-0.853912077,3.764984192,0.691125563,-1.222793281,2.604070806,-1
515,MODEL1,PARMS,LMB,1.257375788,1.495296373,-0.003067598,0.19399125,-1.157357972,0.551611668,-2.084065621,4.80126958,-1
516,MODEL1,PARMS,LMB,1.20695522,8.323730027,0.568134114,-1.294767207,4.329712459,-0.104604579,1.99584601,-4.014271371,-1
517,MODEL1,PARMS,LMB,1.151064254,7.365659895,0.149228242,-0.28419097,1.068948054,0.068415534,2.064497469,-5.111020329,-1
518,MODEL1,PARMS,LMB,1.12652762,2.806455246,0.298815615,-0.655200249,2.421216425,0.356011326,-0.01767932,-0.360641741,-1
519,MODEL1,PARMS,LMB,1.191982473,-1.964785232,0.207987332,-0.358909926,1.327464646,0.691347167,-1.315974153,2.874763906,-1
520,MODEL1,PARMS,LMB,1.187468171,2.094937914,0.359444473,-1.269685462,4.585676346,0.423655825,-1.106435361,2.453257471,-1
521,MODEL1,PARMS,LMB,1.15750117,11.24647397,0.43081775,-0.962266587,3.256802942,-0.235030607,1.944008743,-4.599642977,-1
522,MODEL1,PARMS,LMB,1.127721955,7.579246309,0.565902512,-1.156797144,3.962794703,-0.061884135,2.517193181,-6.544954009,-1
523,MODEL1,PARMS,LMB,1.170054862,-9.029348428,0.340255477,-0.83255586,2.879922034,1.128986216,-2.38289649,4.814266074,-1
524,MODEL1,PARMS,LMB,1.111523462,16.79096514,0.340690736,-0.995609141,4.271803767,-0.590043028,4.326949987,-10.32202953,-1
525,MODEL1,PARMS,LMB,1.204728919,8.586188403,0.232458993,-0.810559633,2.667301866,0.013638536,-0.205699013,0.510959466,-1
526,MODEL1,PARMS,LMB,1.169898229,15.94733588,0.220633149,-0.370346363,1.282874215,-0.494908209,2.146086999,-3.75243183,-1
527,MODEL1,PARMS,LMB,1.197987594,6.436301308,0.324417474,-0.662010402,1.851415121,0.125426538,-0.414206721,1.559646277,-1
528,MODEL1,PARMS,LMB,1.240677046,10.1272159,0.268362105,-0.844438012,3.429055765,-0.109994427,0.952540748,-2.173428197,-1
529,MODEL1,PARMS,LMB,1.136795248,2.55847064,0.381893466,-1.314243712,5.345112304,0.355096258,0.825812413,-2.877454301,-1
530,MODEL1,PARMS,LMB,1.177841785,12.51288651,0.45368882,-0.942126204,3.262581801,-0.334740838,1.824556964,-3.992526471,-1
531,MODEL1,PARMS,LMB,1.178885154,14.11421068,0.272915265,-0.621769772,2.577505055,-0.397700446,3.058135351,-7.121020574,-1
532,MODEL1,PARMS,LMB,1.228345408,1.162125794,0.258618888,-0.711090216,2.541170802,0.491818311,-1.108563456,2.588395192,-1
533,MODEL1,PARMS,LMB,1.236416535,9.781239239,0.002127668,0.164250395,-0.072020567,-0.020733476,1.54279411,-3.722777181,-1
534,MODEL1,PARMS,LMB,1.352497928,11.31101528,0.301273793,-0.262598516,-0.319057421,-0.192563342,0.099353601,0.17202989,-1
535,MODEL1,PARMS,LMB,1.214268239,7.56279399,0.257152468,-0.381255787,1.069709496,0.05775797,0.125244905,0.21895953,-1
536,MODEL1,PARMS,LMB,1.200612281,9.755270496,0.251693013,-0.375609052,0.825040229,-0.123054324,3.078352561,-7.517940272,-1
537,MODEL1,PARMS,LMB,1.120959867,4.813026338,0.304297261,-0.548261425,1.957561668,0.212972532,0.681656034,-2.215680064,-1
538,MODEL1,PARMS,LMB,1.136250591,2.418226502,0.31693337,-0.606166373,2.413304012,0.362813475,-0.289152873,1.237992817,-1
539,MODEL1,PARMS,LMB,1.389727538,5.733858338,0.223907024,0.120178946,-2.144033258,0.165157746,1.164596831,-3.226734995,-1
540,MODEL1,PARMS,LMB,1.310320808,-6.154241657,0.412629186,-0.620708912,1.499965155,0.895150694,-1.109076487,1.440772742,-1
541,MODEL1,PARMS,LMB,1.137685142,1.768264642,0.235590868,-0.280210405,0.295516097,0.450495963,-0.87561871,1.464279038,-1
542,MODEL1,PARMS,LMB,1.164050274,17.82139687,0.160229339,-0.122736051,0.199659058,-0.581528198,1.888289377,-3.273807373,-1
543,MODEL1,PARMS,LMB,1.222148274,-3.681975765,0.258515831,-0.748009504,2.904608362,0.810695669,-2.661816827,6.260341189,-1
544,MODEL1,PARMS,LMB,1.307620751,0.632911942,0.249723004,-0.677304302,3.293758985,0.51924029,-1.196763238,2.723298556,-1
545,MODEL1,PARMS,LMB,1.181998153,10.46213214,0.24600827,-0.341778196,1.273498357,-0.150435911,2.111592161,-5.125726796,-1
546,MODEL1,PARMS,LMB,1.136372764,10.92216919,0.204819749,-0.375086623,1.454042927,-0.16279855,2.197094568,-5.231327209,-1
547,MODEL1,PARMS,LMB,1.102507052,-1.455660822,0.218430645,-0.381866869,0.841004322,0.688004373,-2.271525019,5.118463252,-1
548,MODEL1,PARMS,LMB,1.170750037,-0.377521616,0.245199756,-0.441891333,1.25300566,0.570759213,-0.198386391,-0.480694685,-1
549,MODEL1,PARMS,LMB,1.14442848,18.19986275,0.364658761,-0.926719656,3.415633158,-0.681356041,4.031403897,-9.803023857,-1
550,MODEL1,PARMS,LMB,1.225866421,14.99280973,0.385979723,-0.818558004,2.90415778,-0.461248159,1.629443978,-3.448527331,-1
551,MODEL1,PARMS,LMB,1.194795856,11.2301447,0.415240996,-1.17144941,4.644839389,-0.223558705,0.948152832,-2.053324081,-1
552,MODEL1,PARMS,LMB,1.237922122,-0.474592644,0.159901444,-0.486793465,2.014419513,0.616091805,-0.322388868,-0.352548406,-1
553,MODEL1,PARMS,LMB,1.202247138,-2.621691676,0.403066058,-0.87038591,3.512838811,0.672058485,0.128699082,-1.684056544,-1
554,MODEL1,PARMS,LMB,1.227847916,1.499292954,0.303452263,-0.373916005,0.607318145,0.438699201,0.417812913,-2.504075279,-1
555,MODEL1,PARMS,LMB,1.116438733,1.40547934,0.522529933,-1.177252527,4.201628903,0.38373793,0.362764346,-1.755513458,-1
556,MODEL1,PARMS,LMB,1.274891459,-6.815065579,0.477713411,-1.354442726,5.278301828,0.952226498,-2.302140208,4.888589197,-1
557,MODEL1,PARMS,LMB,1.125990663,5.173477267,0.274842092,-0.516802125,1.632435642,0.188920967,1.861399114,-5.078544071,-1
558,MODEL1,PARMS,LMB,1.165343488,11.11902564,0.257050279,-0.896038034,3.701169347,-0.168335012,1.620989013,-4.449007768,-1
559,MODEL1,PARMS,LMB,1.227572755,2.400504554,0.0107205,0.331732792,-1.287416952,0.44973753,0.408831582,-1.72026725,-1
560,MODEL1,PARMS,LMB,1.15270679,11.63420219,0.32633658,-0.845368208,3.471389922,-0.242660032,2.042033775,-4.307224259,-1
561,MODEL1,PARMS,LMB,1.249287997,-8.136378198,0.361821058,-0.587856677,2.37057614,1.020562952,-1.077695524,1.842479058,-1
562,MODEL1,PARMS,LMB,1.112773093,10.38553954,0.291941326,-0.468713718,1.880717158,-0.159448975,2.040629341,-5.15909251,-1
563,MODEL1,PARMS,LMB,1.15790427,-3.1171411,0.315068593,-0.55582494,1.649912578,0.75229406,-2.631662474,6.43363906,-1
564,MODEL1,PARMS,LMB,1.312052495,17.8922283,0.261742261,-0.383674373,0.520781777,-0.623473772,2.361347683,-4.921854263,-1
565,MODEL1,PARMS,LMB,1.130267393,6.000849447,0.318900249,-0.28135132,0.551477917,0.126777129,0.394270377,-0.446719266,-1
566,MODEL1,PARMS,LMB,1.151947403,12.85901128,0.305128879,-0.579022083,1.914486161,-0.322960837,2.784760392,-6.33919537,-1
567,MODEL1,PARMS,LMB,1.230695225,9.50913777,0.15147827,-0.544489313,1.976030874,-0.026248014,1.161077758,-2.682170851,-1
568,MODEL1,PARMS,LMB,1.171428936,-1.1607055,0.364360578,-0.821146608,2.77457027,0.606674325,-0.714412743,0.914099292,-1
569,MODEL1,PARMS,LMB,1.105723188,5.562436474,0.551656202,-1.258873606,4.776094411,0.081353062,2.390024029,-6.537789465,-1
570,MODEL1,PARMS,LMB,1.140701009,5.239928974,0.164756724,-0.046583346,0.289764909,0.198234605,0.784575159,-1.10131104,-1
571,MODEL1,PARMS,LMB,1.151230531,11.99054352,0.298565311,-0.84570316,3.196928344,-0.248047436,2.268163798,-5.486801854,-1
572,MODEL1,PARMS,LMB,1.223848098,13.7511057,0.368863456,-0.475793899,1.33441773,-0.408835746,2.310511469,-4.401803235,-1
573,MODEL1,PARMS,LMB,1.13865862,4.811658037,0.456696636,-1.141278554,3.918268186,0.167512815,1.088852068,-2.553232135,-1
574,MODEL1,PARMS,LMB,1.158233355,7.149850215,0.343070747,-1.112935499,4.493950177,0.063469241,1.561029722,-4.246084565,-1
575,MODEL1,PARMS,LMB,1.164673378,2.036447775,0.234666698,-0.822124381,3.366692517,0.432219665,0.393235513,-1.827067888,-1
576,MODEL1,PARMS,LMB,1.115079799,6.652494525,0.218932468,-0.677204086,2.729589991,0.130040612,1.816109985,-5.681517765,-1
577,MODEL1,PARMS,LMB,1.147390892,8.269854561,0.118142717,-0.217005126,0.969368106,0.044832541,1.027872458,-2.241790764,-1
578,MODEL1,PARMS,LMB,1.240534972,3.258054555,0.233753759,-0.545516084,2.000099998,0.352033589,-0.131429117,0.164230711,-1
579,MODEL1,PARMS,LMB,1.108807278,2.30096677,0.48431226,-0.751212941,1.936615053,0.321345893,0.331764522,-0.767004745,-1
580,MODEL1,PARMS,LMB,1.202627357,8.107679677,0.360670329,-0.561779897,1.247597114,-0.017723718,1.180630205,-2.72240498,-1
581,MODEL1,PARMS,LMB,1.209894652,2.778574105,0.197639674,-0.496552281,1.771746074,0.402440325,-0.784551789,1.406710793,-1
582,MODEL1,PARMS,LMB,1.18819496,3.524356104,0.35526324,-0.732035029,2.857282433,0.281307664,-0.264444772,0.559075212,-1
583,MODEL1,PARMS,LMB,1.182896275,1.487346046,0.37056855,-0.605206984,1.857220717,0.406708268,0.004318233,0.168390623,-1
584,MODEL1,PARMS,LMB,1.165148653,2.49471954,0.439954464,-1.140460302,4.726673412,0.327971887,0.340857186,-1.033909794,-1
585,MODEL1,PARMS,LMB,1.144779431,15.1693697,0.409059468,-1.296882649,4.954868715,-0.470969625,1.34099615,-1.864721857,-1
586,MODEL1,PARMS,LMB,1.315317596,-1.530188851,0.175538971,-0.362948458,1.153773731,0.694725987,-2.224295467,5.045391085,-1
587,MODEL1,PARMS,LMB,1.188757384,14.50698877,0.036030863,-0.085285253,0.346389705,-0.320929521,2.232350049,-5.642362989,-1
588,MODEL1,PARMS,LMB,1.099510442,6.929511662,0.365652974,-1.12003914,4.32733724,0.067070941,2.152513142,-5.980337578,-1
589,MODEL1,PARMS,LMB,1.172847598,12.59960964,0.261792328,-0.360385696,0.733811349,-0.30110199,3.491423974,-8.317058719,-1
590,MODEL1,PARMS,LMB,1.097544302,12.8905563,0.185024861,-0.166814981,0.115867469,-0.275138136,1.778705319,-4.270202046,-1
591,MODEL1,PARMS,LMB,1.322176021,10.62056788,-0.040398764,-0.332634164,2.278522944,-0.043881835,1.209393479,-3.385338908,-1
592,MODEL1,PARMS,LMB,1.160352974,0.936167426,0.088139613,-0.010663192,0.33805008,0.54167789,-0.511495537,0.53215648,-1
593,MODEL1,PARMS,LMB,1.241447269,0.871100093,0.43022863,-1.394710566,5.316611019,0.456418622,-0.23423561,0.038068507,-1
594,MODEL1,PARMS,LMB,1.053888953,5.150998093,0.227540783,-0.306207785,1.005328053,0.221473307,-0.179169335,0.728370678,-1
595,MODEL1,PARMS,LMB,1.158267292,-3.4819815,0.358966855,-0.915701011,3.742658701,0.748857591,-1.40790851,3.186079518,-1
596,MODEL1,PARMS,LMB,1.094931271,12.51477071,0.189999398,-0.090209563,0.445477253,-0.28296265,3.437663871,-8.91045637,-1
597,MODEL1,PARMS,LMB,1.109753513,-3.306466881,0.549107537,-0.980384948,2.848328965,0.675885434,-0.900910639,1.699096159,-1
598,MODEL1,PARMS,LMB,1.131219016,12.46058261,0.37580046,-0.76172429,2.854342582,-0.320805907,2.98523033,-7.128195005,-1
599,MODEL1,PARMS,LMB,1.184058927,10.57742184,0.115947667,-0.521403773,2.642313091,-0.094062847,1.65664924,-3.888919742,-1
600,MODEL1,PARMS,LMB,1.20746247,8.718322991,0.188971873,-0.464363669,1.891926344,0.003664409,1.074209226,-2.547564709,-1
601,MODEL1,PARMS,LMB,1.248010715,11.3262401,0.452989206,-1.194394742,4.42558,-0.233228063,0.975898428,-2.063749066,-1
602,MODEL1,PARMS,LMB,1.129709241,-3.643719421,0.163267736,-0.240244056,0.948874724,0.816654904,-1.359219724,2.417409193,-1
603,MODEL1,PARMS,LMB,1.166431404,5.620761944,0.283618143,-0.749257867,3.063212358,0.190093817,-0.258400473,0.642628847,-1
604,MODEL1,PARMS,LMB,1.205121721,-0.679830812,0.567278196,-1.219234202,4.468756886,0.485041885,1.023243529,-3.557331534,-1
605,MODEL1,PARMS,LMB,1.212968949,-12.96796836,0.294976307,-0.909522999,3.621476497,1.412871044,-3.706874734,8.095407004,-1
606,MODEL1,PARMS,LMB,1.136237828,9.048744671,0.14791993,-0.316800526,1.531026729,-0.014291336,2.069509354,-5.711573949,-1
607,MODEL1,PARMS,LMB,1.249310818,-1.185918753,0.304357981,-0.699501358,2.91512828,0.628854789,-1.632127187,3.545807886,-1
608,MODEL1,PARMS,LMB,1.133751679,-2.205967881,0.383450826,-0.891129422,3.224793803,0.659838261,-1.081744175,2.473056607,-1
609,MODEL1,PARMS,LMB,1.180526072,16.82119018,0.507171386,-1.604543469,5.421203189,-0.600596143,2.182360452,-4.293551499,-1
610,MODEL1,PARMS,LMB,1.255967492,9.457664202,0.277781905,-0.579435153,2.238101134,-0.062651634,0.493388111,-1.032807696,-1
611,MODEL1,PARMS,LMB,1.249266849,4.032530288,-0.005770562,-0.063734939,0.215390832,0.38001861,-0.930417145,2.289389965,-1
612,MODEL1,PARMS,LMB,1.20554499,8.716542265,0.357307757,-0.821236851,2.862469151,-0.047885277,1.050869027,-2.621935433,-1
613,MODEL1,PARMS,LMB,1.161992523,5.651717257,0.130181262,-0.069333257,-0.322272324,0.217631664,0.449104599,-1.019759887,-1
614,MODEL1,PARMS,LMB,1.101880652,10.12240681,0.1479275,-0.17264581,0.46887916,-0.085430466,2.415546354,-6.821138406,-1
615,MODEL1,PARMS,LMB,1.190114278,14.54550654,0.318053874,-0.639484222,2.110276615,-0.43279471,2.087993534,-4.46727692,-1
616,MODEL1,PARMS,LMB,1.24567085,7.156607858,0.272872859,-0.753681625,2.795737986,0.082957058,0.477700117,-0.533280675,-1
617,MODEL1,PARMS,LMB,1.145724971,9.42513968,0.327139748,-1.109057949,4.280486776,-0.059833127,0.534602089,-1.405160278,-1
618,MODEL1,PARMS,LMB,1.2766776,2.533416313,0.132590599,0.303949246,-1.607738336,0.394540043,-0.233152754,0.607735522,-1
619,MODEL1,PARMS,LMB,1.2379046,7.139447132,0.500458834,-1.236291976,4.399625586,0.013570792,1.213243274,-3.051944121,-1
620,MODEL1,PARMS,LMB,1.318079779,-0.287406493,0.205531229,-0.615854245,2.535600788,0.592379176,-0.573720953,0.130246128,-1
621,MODEL1,PARMS,LMB,1.091213254,9.677793777,0.149230323,-0.096594303,0.059099035,-0.074677505,2.395662515,-5.824005492,-1
622,MODEL1,PARMS,LMB,1.087921219,7.161073167,0.24031482,-0.255674005,1.222200027,0.054469123,2.411713781,-6.265305701,-1
623,MODEL1,PARMS,LMB,1.19643999,4.42022887,0.316652928,-0.634085307,2.367609293,0.242376703,0.550751027,-1.549707686,-1
624,MODEL1,PARMS,LMB,1.342248302,-3.318537636,0.397702365,-1.26602923,5.416489402,0.745599669,-1.46978281,2.99983326,-1
625,MODEL1,PARMS,LMB,1.260860581,7.572089686,0.039530233,-0.164115176,0.676934163,0.148338156,-0.264866778,0.257773268,-1
626,MODEL1,PARMS,LMB,1.210692833,9.863956366,0.157875556,-0.170225512,0.162474849,-0.08327035,2.081138534,-5.744018646,-1
627,MODEL1,PARMS,LMB,1.12283803,5.175255999,0.333124571,-0.64673049,2.167138562,0.169657902,1.295235646,-3.430421163,-1
628,MODEL1,PARMS,LMB,1.383533806,13.01888413,-0.062872595,0.0576942,0.0694069,-0.1933753,1.560088554,-3.647789524,-1
629,MODEL1,PARMS,LMB,1.132655124,13.80130694,0.20703124,-0.473186546,1.483954291,-0.329659675,2.091076333,-5.234062983,-1
630,MODEL1,PARMS,LMB,1.144154084,8.998054524,0.233921567,-0.468391819,1.911292359,-0.0199499,-0.386292368,1.775773582,-1
631,MODEL1,PARMS,LMB,1.276072531,15.72972383,-0.026900895,0.111835957,-0.296592408,-0.401081086,3.19322452,-7.453358739,-1
632,MODEL1,PARMS,LMB,1.193282255,6.207459143,0.231062913,-0.300405352,1.105032453,0.142696553,0.657388579,-1.555929874,-1
633,MODEL1,PARMS,LMB,1.17203882,14.79822509,0.32867529,-1.052255936,4.268586811,-0.451548108,3.644326908,-8.879413103,-1
634,MODEL1,PARMS,LMB,1.246438864,8.186386835,0.482287074,-1.244003141,4.871701343,-0.050008035,0.766224972,-1.477752291,-1
635,MODEL1,PARMS,LMB,1.21799661,10.06291133,-0.035830225,-0.117425757,0.750203901,-0.010549845,1.349502439,-3.055889921,-1
636,MODEL1,PARMS,LMB,1.123268606,3.81978017,0.133440694,-0.441635959,1.952563726,0.349644064,-0.750965614,1.925869384,-1
637,MODEL1,PARMS,LMB,1.224829144,1.69707862,0.197083933,-0.119785319,-0.060608978,0.4578408,-0.696447765,1.270472193,-1
638,MODEL1,PARMS,LMB,1.250436502,6.702225578,0.390782461,-0.226962842,-0.097569003,0.056982393,1.116451422,-2.571522649,-1
639,MODEL1,PARMS,LMB,1.128535779,-0.272569357,0.271037077,-0.909680506,3.762434501,0.586982177,-0.613582026,0.48163073,-1
640,MODEL1,PARMS,LMB,1.205592075,4.8166219,0.148560764,-0.35989683,2.124948263,0.262881008,1.087390723,-3.195781156,-1
641,MODEL1,PARMS,LMB,1.240281969,14.31033004,0.189363231,-0.631751989,2.08981134,-0.355908844,2.394170962,-5.561748474,-1
642,MODEL1,PARMS,LMB,1.175897025,7.207184617,0.081483503,0.074459941,-0.312020464,0.117676101,1.375054058,-3.553809631,-1
