SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LLB6
67,MODEL1,PARMS,LLB6,1.166614097,18.75521985,0.258470268,-0.974585362,3.737068244,-0.691182768,3.422221024,-7.229267718,-1
68,MODEL1,PARMS,LLB6,1.181429881,-6.667209694,0.472769856,-1.507486686,6.40007343,0.808060974,-1.787873149,3.361966533,-1
69,MODEL1,PARMS,LLB6,1.160815128,-6.665863164,0.391596036,-1.066897681,4.376984752,0.825691984,-2.307987934,5.158853425,-1
70,MODEL1,PARMS,LLB6,1.157559866,1.20070505,0.20802197,-0.785085379,3.322044973,0.383738773,0.0207551,0.071309844,-1
71,MODEL1,PARMS,LLB6,1.287369036,1.842052368,0.264220502,-0.825678371,2.480320408,0.341775279,-0.276696247,0.45012471,-1
72,MODEL1,PARMS,LLB6,1.309021783,-5.295324222,0.246205486,-0.904927726,3.578905937,0.788973045,-1.724821657,3.193832684,-1
73,MODEL1,PARMS,LLB6,1.248237565,6.968741566,0.435006664,-1.489632661,5.747479377,-0.01174711,1.035983079,-2.450142774,-1
74,MODEL1,PARMS,LLB6,1.178676944,3.979977679,0.059762769,-0.294994443,1.36520933,0.274212751,-0.907897234,1.774422693,-1
75,MODEL1,PARMS,LLB6,1.301304127,6.303135157,0.089367263,-0.605082871,2.444814703,0.139009727,-1.244116153,3.083612338,-1
76,MODEL1,PARMS,LLB6,1.219094071,-10.94585895,-0.048953614,-0.067677934,0.72787468,1.207537076,-3.854663584,8.174392675,-1
77,MODEL1,PARMS,LLB6,1.267190155,19.33440332,0.371592901,-1.298335969,4.311586046,-0.719978411,1.733108791,-3.10097735,-1
78,MODEL1,PARMS,LLB6,1.096008365,0.248086193,0.121382507,-0.59688109,2.21119875,0.494014125,-1.509643942,3.606427593,-1
79,MODEL1,PARMS,LLB6,1.303788977,-0.766253048,0.041567913,-0.170284385,0.670456651,0.564820429,-1.498675725,2.849120684,-1
80,MODEL1,PARMS,LLB6,1.205508043,-2.795997213,0.214323081,-1.005701726,3.328929285,0.665557575,-1.894114981,4.102080124,-1
81,MODEL1,PARMS,LLB6,1.172181141,8.721604598,0.001296675,-0.077890336,0.646750178,-0.004453114,1.002425059,-2.039867278,-1
82,MODEL1,PARMS,LLB6,1.075007029,-12.12300811,0.478844847,-1.598895545,5.395313918,1.161445688,-4.525358408,10.59344709,-1
83,MODEL1,PARMS,LLB6,1.21663597,-5.593173265,0.434723077,-1.522050769,5.230256608,0.786031008,-3.629559497,8.723760757,-1
84,MODEL1,PARMS,LLB6,1.153619312,-9.123299935,0.230165222,-1.037105487,4.623427052,1.033194361,-3.380297031,7.185648272,-1
85,MODEL1,PARMS,LLB6,1.165405941,5.37074623,0.088653555,-0.27169817,0.326341797,0.17912574,-0.64118962,1.845791649,-1
86,MODEL1,PARMS,LLB6,1.169673134,-5.773756361,0.198727654,-0.774345365,3.41158939,0.820580615,-2.008196792,4.059550311,-1
87,MODEL1,PARMS,LLB6,1.176027964,-12.13203563,0.200240052,-1.111237612,4.937681545,1.251212848,-6.083226566,14.3339994,-1
88,MODEL1,PARMS,LLB6,1.114970576,-8.828961829,0.218693558,-1.044058763,4.323072376,1.020168181,-2.887623085,5.968375607,-1
89,MODEL1,PARMS,LLB6,1.288027307,-14.25092125,0.360506057,-1.462293365,5.738671167,1.315119764,-3.713677724,7.37737194,-1
90,MODEL1,PARMS,LLB6,1.113498076,1.680607931,0.130278545,-0.392963187,1.514833798,0.397754485,-1.647762612,3.957573668,-1
91,MODEL1,PARMS,LLB6,1.223739111,-3.147872878,0.085419533,-0.142386747,0.472428995,0.707733294,-2.664414306,6.492177996,-1
92,MODEL1,PARMS,LLB6,1.151687886,0.727751207,0.335330459,-1.26720586,4.45575624,0.408643017,-0.996867895,2.030533737,-1
93,MODEL1,PARMS,LLB6,1.25483107,5.477042851,0.301242195,-1.759113797,7.111885558,0.134595684,0.224572438,-0.313341313,-1
94,MODEL1,PARMS,LLB6,1.072199658,4.60447654,0.229461319,-1.149265361,5.199651059,0.207116436,-0.844251117,2.613960564,-1
95,MODEL1,PARMS,LLB6,1.149219406,-3.647328394,-0.052575519,-0.074466565,0.034744021,0.784522275,-3.580601221,8.502544779,-1
96,MODEL1,PARMS,LLB6,1.193370689,-2.565556866,0.256583067,-0.869616378,2.912105702,0.633997386,-2.242761939,4.459338578,-1
97,MODEL1,PARMS,LLB6,1.270192993,11.80783004,0.260718356,-1.292366609,5.878113396,-0.246919964,0.315963799,0.184034474,-1
98,MODEL1,PARMS,LLB6,1.152990209,1.316599759,0.238174726,-0.849650647,2.689332368,0.399144233,-0.598440602,1.085302501,-1
99,MODEL1,PARMS,LLB6,1.150092946,-2.150552535,0.323908583,-1.245158685,3.767343113,0.611783891,-2.852998695,5.996330056,-1
100,MODEL1,PARMS,LLB6,1.147521852,-2.149472403,0.313682265,-1.441767438,6.403216367,0.585755205,-1.000103529,2.095888293,-1
101,MODEL1,PARMS,LLB6,1.162971709,-6.900165571,0.158027664,-0.745174686,2.252654502,0.926746386,-3.517247127,7.787408417,-1
102,MODEL1,PARMS,LLB6,1.24479509,3.865717707,-0.08392627,-0.255210465,1.02025841,0.31422885,-0.13980831,0.459891799,-1
103,MODEL1,PARMS,LLB6,1.27916477,5.551163493,0.12676702,-0.610764253,2.147563591,0.170188659,-0.98859091,2.57197262,-1
104,MODEL1,PARMS,LLB6,1.122518216,-1.436416555,0.188013078,-1.061911263,4.415623151,0.5907016,-1.874945008,4.55043889,-1
105,MODEL1,PARMS,LLB6,1.285929464,-11.92070005,0.161815934,-1.171750711,4.99989776,1.219807356,-3.129867506,6.377946368,-1
106,MODEL1,PARMS,LLB6,1.216967926,0.681516086,0.23256665,-0.55523915,1.869033468,0.415360039,-0.753767284,1.306202445,-1
107,MODEL1,PARMS,LLB6,1.104161003,-2.781200498,0.133723471,-0.842216226,3.099476899,0.680347003,-2.041479364,4.604174063,-1
108,MODEL1,PARMS,LLB6,1.219729493,-9.04155411,0.063640232,-0.587504148,2.435244772,1.091448099,-4.409669339,9.557084055,-1
109,MODEL1,PARMS,LLB6,1.197670655,-8.188181437,0.261874485,-0.854561816,3.124948919,0.954364823,-2.212561438,4.118305455,-1
110,MODEL1,PARMS,LLB6,1.171803781,-5.201639812,0.122738322,-0.570250481,1.613354946,0.820192204,-3.54544423,8.46434873,-1
