SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,LUL
1,MODEL1,PARMS,LUL,1.142321986,6.964469581,0.109145714,1.825588221,-3.356985167,-1
2,MODEL1,PARMS,LUL,1.122364113,6.487599648,0.261753844,0.678509915,-0.974701805,-1
3,MODEL1,PARMS,LUL,1.031243193,6.957057845,0.103406672,1.911737896,-3.66086551,-1
4,MODEL1,PARMS,LUL,1.125020092,6.577385159,0.234977018,0.649191144,-1.069464032,-1
5,MODEL1,PARMS,LUL,1.040901403,7.943591473,-0.137049552,2.188635072,-3.80034718,-1
6,MODEL1,PARMS,LUL,1.069935715,6.310897833,0.260618169,1.694428667,-3.336969046,-1
7,MODEL1,PARMS,LUL,1.169351598,6.339839918,0.169537754,2.586523449,-5.077415112,-1
8,MODEL1,PARMS,LUL,1.054748522,5.171178863,0.582441243,-0.68114734,1.376748662,-1
9,MODEL1,PARMS,LUL,1.117954437,6.398945997,0.23317952,1.528820046,-2.886408465,-1
10,MODEL1,PARMS,LUL,1.162301003,5.185370712,0.655425998,-1.114111612,1.884744242,-1
11,MODEL1,PARMS,LUL,1.143569413,6.041926094,0.34481694,1.013705029,-2.167376496,-1
12,MODEL1,PARMS,LUL,1.153884171,6.158204792,0.309920066,1.029659792,-2.233243203,-1
13,MODEL1,PARMS,LUL,1.147398238,6.221656459,0.299423697,1.275833296,-2.423910944,-1
14,MODEL1,PARMS,LUL,1.16694613,6.651126142,0.166228097,2.044615448,-3.858969537,-1
15,MODEL1,PARMS,LUL,1.178601106,5.759656505,0.405468071,1.384382203,-3.039092619,-1
16,MODEL1,PARMS,LUL,1.178479394,7.687616463,-0.171925705,3.614298604,-6.534659305,-1
17,MODEL1,PARMS,LUL,1.073106386,6.919995564,0.137053252,1.56617655,-2.902739136,-1
18,MODEL1,PARMS,LUL,1.179220313,7.263116452,-0.003016692,1.907748882,-3.407019515,-1
19,MODEL1,PARMS,LUL,1.010550064,6.341559193,0.284047165,0.504008087,-0.834637876,-1
20,MODEL1,PARMS,LUL,1.151011971,5.874785336,0.398833179,0.378381887,-0.84769467,-1
21,MODEL1,PARMS,LUL,1.119669118,6.221538219,0.263101469,1.229618094,-2.318233716,-1
22,MODEL1,PARMS,LUL,1.175930207,6.490269191,0.234714078,1.465973927,-2.728804091,-1
23,MODEL1,PARMS,LUL,1.22372485,6.134513543,0.364373839,0.531608487,-1.105688515,-1
24,MODEL1,PARMS,LUL,1.165769264,6.082573142,0.348960608,1.10056134,-2.256987225,-1
25,MODEL1,PARMS,LUL,1.056179407,6.149975161,0.301644579,1.316113154,-2.600422017,-1
26,MODEL1,PARMS,LUL,1.099026677,6.754239916,0.155796545,1.677584291,-3.042809937,-1
27,MODEL1,PARMS,LUL,1.063293392,6.853929141,0.119772495,1.6185889,-2.802934191,-1
28,MODEL1,PARMS,LUL,1.092828186,7.072890335,0.086452075,1.684804704,-3.15800504,-1
29,MODEL1,PARMS,LUL,1.119639443,5.023420401,0.616172511,0.072390542,-0.62779086,-1
30,MODEL1,PARMS,LUL,1.079119345,6.862988203,0.143989442,1.397214021,-2.587112352,-1
31,MODEL1,PARMS,LUL,1.094797051,6.072400282,0.344132943,0.84285028,-1.65184446,-1
32,MODEL1,PARMS,LUL,1.121199077,5.885691515,0.390032438,1.078562606,-2.457678786,-1
33,MODEL1,PARMS,LUL,1.136552894,6.07416929,0.334832502,1.062826257,-2.323304042,-1
34,MODEL1,PARMS,LUL,1.111089154,6.670708286,0.196524748,1.448537076,-2.713684992,-1
35,MODEL1,PARMS,LUL,1.21356298,7.045184095,0.053703761,1.811260714,-3.294287263,-1
36,MODEL1,PARMS,LUL,1.098729514,5.624261268,0.463215322,0.269197402,-0.636339179,-1
37,MODEL1,PARMS,LUL,1.093874602,6.712492994,0.160253087,1.86607498,-3.460755413,-1
38,MODEL1,PARMS,LUL,1.041373936,6.640776177,0.230953346,0.564588765,-0.831036817,-1
39,MODEL1,PARMS,LUL,1.032026292,6.665771668,0.170528353,1.527590897,-2.791450925,-1
40,MODEL1,PARMS,LUL,1.101907699,6.061295015,0.382096102,0.145578871,-0.177496763,-1
41,MODEL1,PARMS,LUL,1.238978764,6.18124121,0.312031142,1.188154287,-2.399918677,-1
42,MODEL1,PARMS,LUL,1.130772194,6.037437436,0.353321404,0.747803237,-1.346503121,-1
43,MODEL1,PARMS,LUL,1.073570446,6.46267653,0.231854371,1.685256802,-3.243469259,-1
44,MODEL1,PARMS,LUL,1.039368998,5.971609432,0.353531408,0.948316542,-1.976520768,-1
45,MODEL1,PARMS,LUL,1.153528399,6.88276432,0.098934465,1.630843953,-2.71907849,-1
46,MODEL1,PARMS,LUL,1.110501119,6.697279224,0.180615309,1.431583066,-2.616640243,-1
47,MODEL1,PARMS,LUL,1.125770276,6.745545593,0.156459566,1.793896089,-3.45665668,-1
48,MODEL1,PARMS,LUL,1.075836247,7.802817556,-0.162068105,3.448805941,-6.431067124,-1
49,MODEL1,PARMS,LUL,1.141500871,6.208434152,0.302491941,1.151973583,-2.476028147,-1
50,MODEL1,PARMS,LUL,1.087747352,7.317700218,0.012805682,1.904334991,-3.422699798,-1
51,MODEL1,PARMS,LUL,1.140621902,6.59312502,0.205064467,0.95579741,-1.64259127,-1
52,MODEL1,PARMS,LUL,1.164195083,6.717610363,0.23813122,0.616751144,-0.786923943,-1
53,MODEL1,PARMS,LUL,1.131365756,6.536360583,0.236721577,1.231593673,-2.399871304,-1
54,MODEL1,PARMS,LUL,1.098722486,5.814270134,0.401263417,0.858286254,-1.663185775,-1
55,MODEL1,PARMS,LUL,1.042015304,6.35075655,0.260342764,1.446054689,-2.883411625,-1
56,MODEL1,PARMS,LUL,1.16524377,5.92561618,0.385792535,0.638191527,-1.267320508,-1
57,MODEL1,PARMS,LUL,1.087467936,7.692846721,-0.088634755,1.940637076,-3.230108246,-1
58,MODEL1,PARMS,LUL,1.178733727,7.281866332,0.039539931,2.185823688,-3.86995516,-1
59,MODEL1,PARMS,LUL,1.174224514,6.330867413,0.260602293,1.304929478,-2.490330559,-1
60,MODEL1,PARMS,LUL,1.078008805,7.137238939,0.019855735,2.414603695,-4.502000123,-1
61,MODEL1,PARMS,LUL,1.147127746,6.751856372,0.168197208,1.49713983,-2.62643472,-1
62,MODEL1,PARMS,LUL,1.078869455,7.442872058,-0.09266738,3.439887665,-6.617289973,-1
63,MODEL1,PARMS,LUL,1.092691655,6.269773945,0.30404086,0.314293269,-0.611776107,-1
64,MODEL1,PARMS,LUL,1.113760428,6.427699083,0.235172176,0.908311095,-1.59201881,-1
65,MODEL1,PARMS,LUL,1.087948452,6.227116492,0.295160218,1.086165604,-2.076316759,-1
66,MODEL1,PARMS,LUL,1.166345058,6.911120179,0.092234879,1.914788036,-3.375015534,-1
67,MODEL1,PARMS,LUL,1.073659166,6.994442036,0.131827305,1.259780807,-2.180908205,-1
68,MODEL1,PARMS,LUL,1.122160378,5.676016979,0.445138732,0.725374771,-1.693000743,-1
69,MODEL1,PARMS,LUL,1.040819979,6.887248665,0.095036901,1.968364259,-3.688967028,-1
70,MODEL1,PARMS,LUL,1.139560478,5.66854604,0.489441711,-0.318962996,0.390992034,-1
71,MODEL1,PARMS,LUL,1.16700444,6.339370449,0.296563462,1.073143764,-2.213554283,-1
72,MODEL1,PARMS,LUL,1.11519159,7.146424701,-0.001937612,2.640120823,-4.938916263,-1
73,MODEL1,PARMS,LUL,1.158345996,5.218404274,0.552972677,0.925705237,-2.185385199,-1
74,MODEL1,PARMS,LUL,1.08325717,7.145523788,0.045824868,1.951267372,-3.334654573,-1
75,MODEL1,PARMS,LUL,1.141100752,6.470115816,0.259617098,0.967732811,-1.877639492,-1
76,MODEL1,PARMS,LUL,1.141581033,6.945883002,0.125016964,1.474255322,-2.64089882,-1
77,MODEL1,PARMS,LUL,1.121406483,7.24064445,0.052170987,1.564789533,-2.879104594,-1
78,MODEL1,PARMS,LUL,1.117778333,7.115199694,0.084395605,1.707758321,-3.148599287,-1
79,MODEL1,PARMS,LUL,1.067080906,7.11542933,0.045924224,1.987806752,-3.42936488,-1
80,MODEL1,PARMS,LUL,1.113489728,6.389756469,0.280308577,1.359517508,-2.717271368,-1
81,MODEL1,PARMS,LUL,1.073657761,6.874318979,0.095871159,2.217120365,-4.031132093,-1
82,MODEL1,PARMS,LUL,1.123479487,6.788912664,0.126880806,1.994190161,-3.790814374,-1
83,MODEL1,PARMS,LUL,1.148365221,7.208644876,0.040742813,2.256096778,-4.19222771,-1
84,MODEL1,PARMS,LUL,1.14868886,6.60301555,0.233847294,0.620519304,-0.914158848,-1
85,MODEL1,PARMS,LUL,1.085995704,6.807432993,0.126801505,2.127027747,-3.99533173,-1
86,MODEL1,PARMS,LUL,1.083525571,5.759927093,0.4342818,0.582796873,-1.114906779,-1
87,MODEL1,PARMS,LUL,1.142473203,6.087916028,0.290810932,1.407813129,-2.755564501,-1
88,MODEL1,PARMS,LUL,1.024451353,5.156389305,0.593304449,-0.242063429,0.206821596,-1
89,MODEL1,PARMS,LUL,1.099602339,6.557029413,0.229239267,0.995089972,-1.998358997,-1
90,MODEL1,PARMS,LUL,1.124308323,7.296490159,0.006096593,2.578589618,-4.945780847,-1
91,MODEL1,PARMS,LUL,1.07471468,6.771866882,0.115307678,2.248535712,-4.254965698,-1
92,MODEL1,PARMS,LUL,1.115004733,7.026546364,0.039146191,2.546252405,-4.695821263,-1
93,MODEL1,PARMS,LUL,1.151759442,6.982139328,0.098913828,1.794462228,-3.308032549,-1
94,MODEL1,PARMS,LUL,1.082695669,5.949430029,0.365439825,1.3201539,-2.713312426,-1
95,MODEL1,PARMS,LUL,1.237091445,6.722837256,0.156109054,1.699387077,-3.148369822,-1
96,MODEL1,PARMS,LUL,1.083951835,6.183081704,0.354408654,-0.036822193,0.303508429,-1
97,MODEL1,PARMS,LUL,1.091436142,5.983354031,0.373197037,0.688938481,-1.427493123,-1
98,MODEL1,PARMS,LUL,1.110914384,5.834995934,0.440321188,0.135507617,-0.348626921,-1
99,MODEL1,PARMS,LUL,1.10363776,5.794547885,0.415638856,0.627324221,-1.326264831,-1
100,MODEL1,PARMS,LUL,1.169745676,5.942060969,0.353925774,1.355547464,-2.792961164,-1
101,MODEL1,PARMS,LUL,1.085116755,4.419443552,0.817499769,-1.327637919,1.959569913,-1
102,MODEL1,PARMS,LUL,1.078090748,5.894484337,0.417891078,-0.071135746,0.115160428,-1
103,MODEL1,PARMS,LUL,1.144828443,6.033995128,0.36695605,0.796551661,-1.679684887,-1
104,MODEL1,PARMS,LUL,1.185507998,6.747210252,0.115810546,2.151469059,-4.089139558,-1
105,MODEL1,PARMS,LUL,1.187957638,5.898724089,0.443447294,0.400922136,-0.841467054,-1
106,MODEL1,PARMS,LUL,1.055047111,6.492879603,0.262311122,0.461682838,-0.724620562,-1
107,MODEL1,PARMS,LUL,1.09006849,6.161091988,0.354399142,0.488870648,-1.094107751,-1
108,MODEL1,PARMS,LUL,1.132097309,5.668366331,0.446432558,0.266815654,-0.513827512,-1
109,MODEL1,PARMS,LUL,1.118563391,7.640009127,-0.078645986,2.627463189,-4.823168394,-1
110,MODEL1,PARMS,LUL,1.105299143,7.096190625,0.075193263,1.840355923,-3.382258601,-1
111,MODEL1,PARMS,LUL,1.166764036,6.832749654,0.137138865,1.897764918,-3.729034885,-1
112,MODEL1,PARMS,LUL,1.064786724,6.834447109,0.155984243,1.159928939,-2.035907006,-1
113,MODEL1,PARMS,LUL,1.157575814,5.850121774,0.433862569,-0.021449189,0.010011032,-1
114,MODEL1,PARMS,LUL,1.081306604,6.653723576,0.170479319,1.113247665,-1.695232721,-1
115,MODEL1,PARMS,LUL,1.08159611,6.390157218,0.273575841,0.431927772,-0.470935113,-1
116,MODEL1,PARMS,LUL,1.068384734,6.834262699,0.129745678,1.862028857,-3.592066182,-1
117,MODEL1,PARMS,LUL,1.074401626,6.720215272,0.154273369,1.912004896,-3.698842496,-1
118,MODEL1,PARMS,LUL,1.104729201,5.661531653,0.475035909,-0.4521243,0.909087805,-1
119,MODEL1,PARMS,LUL,1.053788623,5.400444812,0.510316161,0.224223439,-0.605142093,-1
120,MODEL1,PARMS,LUL,1.07351723,6.119667134,0.326096952,1.126987244,-2.309988969,-1
121,MODEL1,PARMS,LUL,1.106702715,6.134352833,0.324005234,1.150840792,-2.385915092,-1
122,MODEL1,PARMS,LUL,1.051561188,5.950436951,0.397936508,0.620850452,-1.313579998,-1
123,MODEL1,PARMS,LUL,1.145342906,6.49966098,0.223315053,0.982399647,-1.783965292,-1
124,MODEL1,PARMS,LUL,1.159951519,5.437357346,0.540365799,-0.081576615,-0.013595352,-1
125,MODEL1,PARMS,LUL,1.101393657,6.261110878,0.305151652,1.326459462,-2.76924747,-1
126,MODEL1,PARMS,LUL,1.112589793,5.919687391,0.389590155,0.610703651,-1.300489495,-1
127,MODEL1,PARMS,LUL,1.06238495,6.540150256,0.190904997,1.94740616,-3.732173847,-1
128,MODEL1,PARMS,LUL,1.099025067,7.191311405,0.047248133,1.635804658,-2.83424929,-1
129,MODEL1,PARMS,LUL,1.075797867,6.827041175,0.114878007,2.069765399,-3.768296607,-1
130,MODEL1,PARMS,LUL,1.126704535,7.099289913,0.053833242,1.711870859,-3.001981879,-1
131,MODEL1,PARMS,LUL,1.02575304,6.813828717,0.161403,1.240924382,-2.242471759,-1
132,MODEL1,PARMS,LUL,1.158723613,7.994649404,-0.175083166,2.776615185,-4.889897595,-1
133,MODEL1,PARMS,LUL,1.089153007,5.609436761,0.474969908,0.570572104,-1.41401605,-1
134,MODEL1,PARMS,LUL,1.087676679,6.821691031,0.129925712,2.322456692,-4.598865865,-1
135,MODEL1,PARMS,LUL,1.06825049,6.292096219,0.272718656,1.133138471,-2.183270673,-1
136,MODEL1,PARMS,LUL,1.106095833,6.195758132,0.307719895,0.819068515,-1.424255579,-1
137,MODEL1,PARMS,LUL,1.056807013,6.930054228,0.087394065,1.667312077,-2.976550287,-1
138,MODEL1,PARMS,LUL,1.03646599,6.562496163,0.187141465,1.658003144,-3.241303137,-1
139,MODEL1,PARMS,LUL,1.069001888,7.746161452,-0.132162245,2.967270256,-5.448397312,-1
140,MODEL1,PARMS,LUL,1.099047332,6.734749392,0.187205134,1.217605933,-2.217383096,-1
141,MODEL1,PARMS,LUL,1.083795263,6.432526784,0.260612195,1.359912659,-2.688282939,-1
142,MODEL1,PARMS,LUL,1.135816762,5.678189269,0.459507723,0.501605267,-1.210333083,-1
143,MODEL1,PARMS,LUL,1.096097455,7.221417655,0.007058168,2.442921833,-4.377426829,-1
144,MODEL1,PARMS,LUL,1.098205583,6.515756595,0.202629962,2.015664862,-3.886894531,-1
145,MODEL1,PARMS,LUL,1.121838264,7.41678591,-0.020726743,2.05888617,-3.695086019,-1
146,MODEL1,PARMS,LUL,1.087380438,7.423505055,-0.059275426,2.496417881,-4.37792301,-1
147,MODEL1,PARMS,LUL,1.121181667,7.608622806,-0.051824648,1.824123552,-3.079217705,-1
148,MODEL1,PARMS,LUL,1.031617143,6.734748182,0.164716041,1.502920502,-2.915197204,-1
149,MODEL1,PARMS,LUL,1.12624773,6.513607309,0.236078167,1.131279443,-2.151368143,-1
150,MODEL1,PARMS,LUL,1.175731624,7.661290372,-0.117797242,2.765455663,-4.958670181,-1
151,MODEL1,PARMS,LUL,1.167488249,7.901109533,-0.159199612,2.98014325,-5.430647887,-1
152,MODEL1,PARMS,LUL,1.105981156,7.150345796,0.037199493,2.499759493,-4.648161802,-1
153,MODEL1,PARMS,LUL,1.126181602,5.992067348,0.397185316,0.454925301,-1.011935324,-1
154,MODEL1,PARMS,LUL,1.149456601,6.489457783,0.178414093,1.856923807,-3.655386453,-1
155,MODEL1,PARMS,LUL,1.089560639,7.095435855,0.050022328,2.305925277,-4.269240408,-1
156,MODEL1,PARMS,LUL,1.08766352,6.264615436,0.330559621,1.050516746,-2.43918579,-1
157,MODEL1,PARMS,LUL,1.078176408,6.247788471,0.335337764,0.261741,-0.263969148,-1
158,MODEL1,PARMS,LUL,1.142381275,6.142610695,0.316029076,1.234763846,-2.555951761,-1
159,MODEL1,PARMS,LUL,1.062623797,6.993706054,0.089498221,1.726178801,-3.113774552,-1
160,MODEL1,PARMS,LUL,1.163475914,6.071275307,0.388901027,0.040038456,-0.236470057,-1
161,MODEL1,PARMS,LUL,1.084461296,5.361668159,0.552249727,0.094014897,-0.491251054,-1
162,MODEL1,PARMS,LUL,1.10545291,6.176302654,0.327368106,1.375470786,-3.026115472,-1
163,MODEL1,PARMS,LUL,1.101889215,6.354890227,0.22601859,1.646622,-3.087873988,-1
164,MODEL1,PARMS,LUL,1.157599002,6.334583962,0.257770591,1.181779493,-2.342794069,-1
165,MODEL1,PARMS,LUL,1.083115695,5.769224652,0.449404182,0.621613503,-1.593447195,-1
166,MODEL1,PARMS,LUL,1.156768036,6.325099394,0.278577816,0.665154453,-1.049719506,-1
167,MODEL1,PARMS,LUL,1.132154364,6.508073659,0.222792389,1.213773234,-2.262148087,-1
168,MODEL1,PARMS,LUL,1.125052828,6.60516762,0.132046678,2.255663897,-4.278724312,-1
169,MODEL1,PARMS,LUL,1.12046602,7.167172352,0.036078999,2.15751641,-3.980976479,-1
170,MODEL1,PARMS,LUL,1.187563471,5.99973159,0.304280822,1.400223336,-2.799513169,-1
171,MODEL1,PARMS,LUL,1.101029536,7.377297758,-0.001418521,1.838040348,-3.058098565,-1
172,MODEL1,PARMS,LUL,1.060159482,6.322265354,0.313067752,0.294881144,-0.464650439,-1
173,MODEL1,PARMS,LUL,1.059830873,6.159944327,0.368671245,0.36948749,-0.814048696,-1
174,MODEL1,PARMS,LUL,1.158393485,7.51477217,-0.06945622,2.811443383,-5.098812573,-1
175,MODEL1,PARMS,LUL,1.094772386,6.358322093,0.265673872,1.080462525,-1.89283631,-1
176,MODEL1,PARMS,LUL,1.114041919,6.421054251,0.262266038,1.052520522,-1.998916416,-1
177,MODEL1,PARMS,LUL,1.125643809,5.943670703,0.413589116,0.46586921,-1.021488394,-1
178,MODEL1,PARMS,LUL,1.178878464,6.76280105,0.141252391,1.728931126,-3.098404195,-1
179,MODEL1,PARMS,LUL,1.081320241,6.619813113,0.197374362,1.544641617,-3.069232762,-1
180,MODEL1,PARMS,LUL,1.108980543,6.470077835,0.26564744,0.669357447,-1.149003991,-1
181,MODEL1,PARMS,LUL,1.034493595,5.344237616,0.590384824,-0.749624746,1.295903785,-1
182,MODEL1,PARMS,LUL,1.121044277,7.203430924,-0.013646575,3.12096166,-5.958839015,-1
183,MODEL1,PARMS,LUL,1.123646288,6.045364169,0.354165223,0.66929378,-1.412410397,-1
184,MODEL1,PARMS,LUL,1.055853395,6.497464758,0.256549349,0.990663198,-1.901449815,-1
185,MODEL1,PARMS,LUL,1.235751854,7.786033667,-0.159070256,3.154181602,-5.597457639,-1
186,MODEL1,PARMS,LUL,1.149534882,6.976671212,0.039134389,2.727475983,-5.230732792,-1
187,MODEL1,PARMS,LUL,1.126010385,7.337218847,-0.028451496,2.988958901,-5.540985775,-1
188,MODEL1,PARMS,LUL,1.113664148,5.58624334,0.482675802,0.470526901,-1.145280942,-1
189,MODEL1,PARMS,LUL,1.052957632,7.280699502,0.015365306,1.92057909,-3.36300732,-1
190,MODEL1,PARMS,LUL,1.078592932,6.521181021,0.24161517,0.60843203,-1.071901132,-1
191,MODEL1,PARMS,LUL,1.114038292,7.263864866,0.034815155,1.936944152,-3.567886778,-1
192,MODEL1,PARMS,LUL,1.073586488,6.720203398,0.148477119,2.158947375,-4.138831271,-1
193,MODEL1,PARMS,LUL,1.037338864,5.82408081,0.409711077,0.525744533,-1.21839283,-1
194,MODEL1,PARMS,LUL,1.176707469,5.519908491,0.514348725,0.035476313,-0.215361474,-1
195,MODEL1,PARMS,LUL,1.092918304,6.255245458,0.286524284,1.34196384,-2.482596547,-1
196,MODEL1,PARMS,LUL,1.038220846,6.172943567,0.328139004,1.017186453,-2.178596207,-1
197,MODEL1,PARMS,LUL,1.069527605,6.186093986,0.40622941,-0.438125837,0.818656355,-1
198,MODEL1,PARMS,LUL,1.131491193,7.042515207,0.104907827,1.15425602,-1.893834924,-1
199,MODEL1,PARMS,LUL,1.082786368,6.107512814,0.330260941,0.840139577,-1.668564017,-1
200,MODEL1,PARMS,LUL,1.074782847,7.103724936,-0.007883585,2.801612437,-5.24841924,-1
201,MODEL1,PARMS,LUL,1.09158926,4.760160536,0.748596665,-1.053761563,1.779632096,-1
202,MODEL1,PARMS,LUL,1.094891388,5.882967842,0.409058766,0.142288452,-0.198670769,-1
203,MODEL1,PARMS,LUL,1.155018859,7.650592605,-0.10240494,2.883033676,-5.226522361,-1
204,MODEL1,PARMS,LUL,1.055789752,6.982153362,0.079175285,1.842825332,-3.388199812,-1
205,MODEL1,PARMS,LUL,1.215710328,7.1149833,0.09482115,1.391406594,-2.56487077,-1
206,MODEL1,PARMS,LUL,1.113245068,6.656838952,0.170506778,1.462592719,-2.606012155,-1
207,MODEL1,PARMS,LUL,1.042188126,6.788646434,0.149278115,1.739802724,-3.492609989,-1
208,MODEL1,PARMS,LUL,1.149564593,7.129483759,0.035944986,1.797940479,-3.227871008,-1
209,MODEL1,PARMS,LUL,1.05526014,7.336322646,-0.025609866,2.186236876,-3.932676845,-1
210,MODEL1,PARMS,LUL,1.042092171,5.719420742,0.453795602,-0.070516856,0.237666259,-1
211,MODEL1,PARMS,LUL,1.052097881,7.215566093,0.041239065,1.830551787,-3.29536778,-1
212,MODEL1,PARMS,LUL,1.083740722,7.376078202,0.003637389,1.879989448,-3.263513201,-1
213,MODEL1,PARMS,LUL,1.134025368,6.829875602,0.130708299,1.400917524,-2.537909064,-1
214,MODEL1,PARMS,LUL,1.14154532,6.873892006,0.12267829,1.817329169,-3.35867211,-1
215,MODEL1,PARMS,LUL,1.077321055,7.186226977,0.065811695,1.679419353,-3.324478017,-1
216,MODEL1,PARMS,LUL,1.101157926,6.968756314,0.120455048,1.912274183,-3.668585171,-1
217,MODEL1,PARMS,LUL,1.100466721,6.178874722,0.319298434,0.248767821,-0.245694844,-1
218,MODEL1,PARMS,LUL,1.114009653,7.242134527,0.02852166,1.783658704,-3.23939515,-1
219,MODEL1,PARMS,LUL,1.078799285,6.713985756,0.168792474,1.198129938,-2.123549201,-1
220,MODEL1,PARMS,LUL,1.151073196,6.126807449,0.3116263,1.05624108,-2.159904656,-1
221,MODEL1,PARMS,LUL,1.160194984,5.890888141,0.439681657,0.205406737,-0.546827933,-1
222,MODEL1,PARMS,LUL,1.076724443,5.989347918,0.332072674,1.419243472,-2.768927132,-1
223,MODEL1,PARMS,LUL,1.052731295,5.635598103,0.449650842,0.753924644,-1.735627506,-1
224,MODEL1,PARMS,LUL,1.054783402,6.868085479,0.164267572,0.740155163,-1.061181061,-1
225,MODEL1,PARMS,LUL,1.10157727,6.473678662,0.243244288,1.473139854,-2.893489805,-1
226,MODEL1,PARMS,LUL,1.096990349,6.524384345,0.204821858,1.816802292,-3.515480402,-1
227,MODEL1,PARMS,LUL,1.077757559,6.473925791,0.274255387,1.198837672,-2.633850901,-1
228,MODEL1,PARMS,LUL,1.062048054,5.77271435,0.436382804,0.626312818,-1.399793242,-1
229,MODEL1,PARMS,LUL,1.128666514,6.210253311,0.307701771,1.052886349,-2.118628811,-1
230,MODEL1,PARMS,LUL,1.021267918,7.010053311,0.125996881,1.249705876,-2.273927789,-1
231,MODEL1,PARMS,LUL,1.109210828,6.901649351,0.117619734,1.770214825,-3.384910795,-1
232,MODEL1,PARMS,LUL,1.115260707,7.503275064,-0.096662981,3.155116517,-5.866208708,-1
233,MODEL1,PARMS,LUL,1.129276526,5.135484587,0.574921352,0.036727233,-0.402713384,-1
234,MODEL1,PARMS,LUL,1.15082561,7.062447965,0.070073404,2.244446126,-4.371270105,-1
235,MODEL1,PARMS,LUL,1.04053679,6.592700905,0.186198125,1.697594491,-3.284259105,-1
236,MODEL1,PARMS,LUL,1.164421639,7.617589085,-0.087843206,2.749515459,-5.205469944,-1
237,MODEL1,PARMS,LUL,1.109972022,6.727970477,0.134812144,2.054669253,-3.92280631,-1
238,MODEL1,PARMS,LUL,1.094920512,6.76406986,0.121491131,2.236599351,-4.329432457,-1
239,MODEL1,PARMS,LUL,1.1077668,6.128505663,0.341346339,0.832975468,-1.559725755,-1
240,MODEL1,PARMS,LUL,1.092678455,6.424326308,0.234501845,1.630957251,-3.180118566,-1
241,MODEL1,PARMS,LUL,1.074436155,6.417786267,0.23503692,1.434284473,-2.847187327,-1
242,MODEL1,PARMS,LUL,1.06599652,6.099608784,0.342246319,0.933497099,-1.882659971,-1
243,MODEL1,PARMS,LUL,1.042180294,6.227852426,0.282544567,1.20694844,-2.382958587,-1
244,MODEL1,PARMS,LUL,1.101038188,5.642335325,0.46221538,0.397516195,-0.95782045,-1
245,MODEL1,PARMS,LUL,1.084173048,5.301898307,0.561057114,-0.062782029,-0.232141265,-1
246,MODEL1,PARMS,LUL,1.208653321,6.237431616,0.352045342,0.445725855,-1.181154585,-1
247,MODEL1,PARMS,LUL,1.142665454,8.109198149,-0.247500136,3.989317514,-7.423946422,-1
248,MODEL1,PARMS,LUL,1.178996572,7.118413405,0.073851277,1.401309003,-2.327881714,-1
249,MODEL1,PARMS,LUL,1.173623553,7.058272582,0.030740323,2.647582786,-5.022943274,-1
250,MODEL1,PARMS,LUL,1.080319734,6.042042655,0.336574492,0.92227728,-1.866898969,-1
251,MODEL1,PARMS,LUL,1.067576386,6.567762808,0.20473563,1.081904477,-1.905269035,-1
252,MODEL1,PARMS,LUL,1.151316126,6.161132951,0.313069335,0.803288357,-1.536555348,-1
253,MODEL1,PARMS,LUL,1.035948925,7.429550722,-0.039430672,2.45995756,-4.396529783,-1
254,MODEL1,PARMS,LUL,1.136703459,6.027090449,0.419236771,-0.321856152,0.512961991,-1
255,MODEL1,PARMS,LUL,1.169970259,6.525718043,0.209061307,0.987621067,-1.494428686,-1
256,MODEL1,PARMS,LUL,1.116758969,6.464220794,0.22352724,1.184471752,-2.1919877,-1
257,MODEL1,PARMS,LUL,1.151189385,6.348763309,0.283536814,1.090228007,-2.136000313,-1
258,MODEL1,PARMS,LUL,1.017151754,6.619393435,0.224639781,1.416912377,-2.840406198,-1
259,MODEL1,PARMS,LUL,1.184207335,5.877583546,0.379694763,1.158476347,-2.553510753,-1
260,MODEL1,PARMS,LUL,1.146494479,6.553141657,0.187703899,2.136537519,-4.097890148,-1
261,MODEL1,PARMS,LUL,1.044925347,6.094531088,0.369708073,0.123108758,-0.159519362,-1
262,MODEL1,PARMS,LUL,1.158362597,5.121614889,0.591613904,-0.279283223,0.365070577,-1
263,MODEL1,PARMS,LUL,1.085165981,6.529462278,0.221610521,1.590229639,-3.228002962,-1
264,MODEL1,PARMS,LUL,1.122968396,6.96337842,0.123497622,1.415131287,-2.422201252,-1
265,MODEL1,PARMS,LUL,1.044369483,6.064278642,0.380048579,0.303422803,-0.642392602,-1
266,MODEL1,PARMS,LUL,1.054638169,5.39051709,0.590274071,-1.272756075,2.535837131,-1
267,MODEL1,PARMS,LUL,1.094130837,7.418197059,-0.015187444,1.777655505,-3.035859198,-1
268,MODEL1,PARMS,LUL,1.078879716,7.73993372,-0.122964207,2.65087653,-4.5725984,-1
269,MODEL1,PARMS,LUL,1.084160295,5.736012159,0.47699262,-0.382721118,0.735056235,-1
270,MODEL1,PARMS,LUL,1.11969313,5.620255305,0.458434688,-0.02043361,0.071905457,-1
271,MODEL1,PARMS,LUL,1.197552169,6.109921637,0.335516703,0.709604825,-1.503489271,-1
272,MODEL1,PARMS,LUL,1.038235703,5.867464064,0.456839634,-0.065662199,-0.040220605,-1
