SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,LLB6
882,MODEL1,PARMS,LLB6,1.094629455,4.314260479,0.894087381,-1.363488433,2.023470336,-1
883,MODEL1,PARMS,LLB6,1.182178085,5.422397029,0.615411077,-0.478638269,0.536411987,-1
884,MODEL1,PARMS,LLB6,1.075043946,4.562523713,0.787537005,-0.662342615,0.691609687,-1
885,MODEL1,PARMS,LLB6,1.072202707,4.830844654,0.767861185,-1.27043245,2.050810538,-1
886,MODEL1,PARMS,LLB6,1.121387301,4.81283592,0.76860731,-1.415218835,2.258006531,-1
887,MODEL1,PARMS,LLB6,1.13475197,6.01735916,0.466378265,0.322317077,-1.119354262,-1
888,MODEL1,PARMS,LLB6,1.094989048,6.304380438,0.357284996,0.068337057,-0.137289996,-1
889,MODEL1,PARMS,LLB6,1.135263147,6.786987194,0.18222451,1.607079351,-2.981131337,-1
890,MODEL1,PARMS,LLB6,1.072419944,5.156083389,0.704181295,-1.278055102,2.309010857,-1
891,MODEL1,PARMS,LLB6,1.123081205,6.126933927,0.381020253,-0.07251379,0.396519477,-1
892,MODEL1,PARMS,LLB6,1.113862167,5.390395104,0.579852489,-0.163359605,-0.032396438,-1
893,MODEL1,PARMS,LLB6,1.186385744,6.058018214,0.393626833,0.465931094,-0.945994943,-1
894,MODEL1,PARMS,LLB6,1.103627991,5.768241206,0.491560334,0.064496739,-0.402531996,-1
895,MODEL1,PARMS,LLB6,1.151850325,3.238358679,1.175766302,-2.678076158,4.414466068,-1
896,MODEL1,PARMS,LLB6,1.188273157,4.247529924,0.886707673,-1.015144337,1.268451033,-1
897,MODEL1,PARMS,LLB6,1.147594144,3.689675371,1.062071268,-2.370139376,3.889108979,-1
898,MODEL1,PARMS,LLB6,1.07744659,4.193314856,0.965274687,-2.208637828,3.686758197,-1
899,MODEL1,PARMS,LLB6,1.103680119,4.717107551,0.804885711,-1.481340209,2.356622889,-1
900,MODEL1,PARMS,LLB6,1.141055991,6.052572378,0.325399236,1.626284932,-3.276776447,-1
901,MODEL1,PARMS,LLB6,1.093712578,5.358380573,0.634849524,-0.598892578,0.839876811,-1
902,MODEL1,PARMS,LLB6,1.124633797,5.166382645,0.67462807,-1.051106779,1.709107432,-1
903,MODEL1,PARMS,LLB6,1.193003174,6.202688453,0.412095008,-0.279961975,0.529064238,-1
904,MODEL1,PARMS,LLB6,1.106352714,4.531663295,0.832495143,-1.37955166,2.144411687,-1
905,MODEL1,PARMS,LLB6,1.12647162,4.956088833,0.698638972,-0.625076649,0.738260693,-1
906,MODEL1,PARMS,LLB6,1.098450813,5.474447632,0.581981093,-0.314343384,0.298375327,-1
907,MODEL1,PARMS,LLB6,1.095766555,5.271623214,0.625533458,-0.455272332,0.654328288,-1
908,MODEL1,PARMS,LLB6,1.13670205,3.743750743,1.059447009,-2.411062086,4.006080547,-1
909,MODEL1,PARMS,LLB6,1.142129699,4.948764214,0.766801636,-1.439409962,2.191508519,-1
910,MODEL1,PARMS,LLB6,1.100691021,5.44720098,0.579372686,-0.208045774,0.210683605,-1
911,MODEL1,PARMS,LLB6,1.209407902,6.345292611,0.350947114,0.669097693,-1.604541065,-1
912,MODEL1,PARMS,LLB6,1.091348584,5.353391518,0.628385995,-0.856219383,1.363584436,-1
913,MODEL1,PARMS,LLB6,1.142167057,4.470017522,0.832632344,-1.346675653,2.123999019,-1
914,MODEL1,PARMS,LLB6,1.129169866,5.637394073,0.544945897,-0.505738834,0.804253602,-1
915,MODEL1,PARMS,LLB6,1.096103081,4.593005502,0.798430011,-1.457299701,2.393198266,-1
916,MODEL1,PARMS,LLB6,1.11668777,5.394449525,0.543352691,0.486434186,-1.332701904,-1
917,MODEL1,PARMS,LLB6,1.060849622,5.348097159,0.62566056,-0.386441301,0.299162114,-1
918,MODEL1,PARMS,LLB6,1.074653044,6.21423394,0.383753258,0.349958342,-0.727747995,-1
919,MODEL1,PARMS,LLB6,1.090282344,4.060549983,1.02608188,-2.959722356,5.178420659,-1
920,MODEL1,PARMS,LLB6,1.078577358,5.008075834,0.71005419,-1.222567061,2.108633854,-1
921,MODEL1,PARMS,LLB6,1.102600995,4.776748522,0.755590441,-1.019623202,1.622705868,-1
922,MODEL1,PARMS,LLB6,1.173535566,5.073373886,0.70977434,-0.84756651,1.186783518,-1
923,MODEL1,PARMS,LLB6,1.124019688,6.33919301,0.342763708,0.835489997,-1.860432887,-1
924,MODEL1,PARMS,LLB6,1.085121299,4.207506996,0.934783866,-1.539653946,2.199901612,-1
925,MODEL1,PARMS,LLB6,1.068441019,6.038013887,0.439266974,0.109062704,-0.318766595,-1
926,MODEL1,PARMS,LLB6,1.079857558,4.557655236,0.853565025,-1.730901068,2.90106302,-1
927,MODEL1,PARMS,LLB6,1.105163881,5.730635072,0.483199066,0.308325102,-0.739861237,-1
928,MODEL1,PARMS,LLB6,1.082095907,5.276821561,0.604808149,-0.636576807,1.065140103,-1
929,MODEL1,PARMS,LLB6,1.150846898,5.7151702,0.502809519,-0.034718025,0.011749617,-1
930,MODEL1,PARMS,LLB6,1.117787708,4.092472689,0.934338572,-1.526554129,2.266544552,-1
931,MODEL1,PARMS,LLB6,1.077261609,6.044061593,0.413021418,0.068203139,-0.206510662,-1
932,MODEL1,PARMS,LLB6,1.125138568,6.050082819,0.448323131,-0.488028678,0.917376253,-1
933,MODEL1,PARMS,LLB6,1.129883848,5.809514454,0.532297988,-0.802868257,1.426176063,-1
934,MODEL1,PARMS,LLB6,1.057708044,5.079599884,0.684919628,-0.493285259,0.409775082,-1
935,MODEL1,PARMS,LLB6,1.09149966,3.530585728,1.142885816,-2.167957183,3.233553162,-1
936,MODEL1,PARMS,LLB6,1.062922095,5.735310557,0.507626659,-0.156482872,0.004392455,-1
937,MODEL1,PARMS,LLB6,1.172446514,4.53724292,0.882407432,-1.673530118,2.710198038,-1
938,MODEL1,PARMS,LLB6,1.058925123,5.705872587,0.519977507,0.022638327,-0.483501966,-1
939,MODEL1,PARMS,LLB6,1.142228504,4.596027134,0.818731381,-1.570307934,2.648216703,-1
940,MODEL1,PARMS,LLB6,1.071345018,4.878272052,0.727861884,-1.222511546,2.033196712,-1
941,MODEL1,PARMS,LLB6,1.066573958,5.962920423,0.455191263,-0.237319549,0.357017427,-1
942,MODEL1,PARMS,LLB6,1.16310753,5.601539462,0.589085617,-0.735298611,1.055237552,-1
943,MODEL1,PARMS,LLB6,1.139499752,5.516558105,0.616111052,-1.004709456,1.773836971,-1
944,MODEL1,PARMS,LLB6,1.104813232,4.794734086,0.794884704,-1.558469339,2.606118982,-1
945,MODEL1,PARMS,LLB6,1.055984995,5.308967223,0.580195887,-0.250890152,0.42416389,-1
946,MODEL1,PARMS,LLB6,1.087380038,5.402494124,0.559741634,0.548377604,-1.50178998,-1
947,MODEL1,PARMS,LLB6,1.18850151,4.494790831,0.863068019,-1.100835378,1.473926587,-1
948,MODEL1,PARMS,LLB6,1.138735429,5.542218397,0.582066328,-0.232157088,0.037255096,-1
949,MODEL1,PARMS,LLB6,1.086864157,3.63391211,1.086776154,-2.550762705,4.238027756,-1
950,MODEL1,PARMS,LLB6,1.145509326,6.104441971,0.431013145,-0.093252383,0.039254839,-1
951,MODEL1,PARMS,LLB6,1.104145548,4.096875685,0.928045167,-1.988126204,3.426313456,-1
952,MODEL1,PARMS,LLB6,1.161132282,5.224856897,0.626325493,-0.300845088,0.139136811,-1
953,MODEL1,PARMS,LLB6,1.141517474,5.677580333,0.513435291,0.106938037,-0.362794097,-1
954,MODEL1,PARMS,LLB6,1.177551032,4.287131719,0.927133489,-1.654236239,2.424353969,-1
955,MODEL1,PARMS,LLB6,1.010386615,4.783980813,0.797122628,-1.318593936,2.030692713,-1
956,MODEL1,PARMS,LLB6,1.135530991,4.778268094,0.767636295,-0.777972871,0.982365292,-1
957,MODEL1,PARMS,LLB6,1.115952687,4.953997529,0.708462895,-0.929172316,1.429219955,-1
958,MODEL1,PARMS,LLB6,1.079206283,6.073394199,0.411285209,0.353351724,-0.703351038,-1
959,MODEL1,PARMS,LLB6,1.089141486,5.177404963,0.642003958,-0.19809418,-0.092821817,-1
960,MODEL1,PARMS,LLB6,1.130584761,5.601277007,0.516414561,-0.187883866,0.218881099,-1
961,MODEL1,PARMS,LLB6,1.154271866,4.967308102,0.745338819,-1.288534684,2.20114286,-1
962,MODEL1,PARMS,LLB6,1.094896386,6.774388612,0.183225021,1.393953172,-2.525879952,-1
963,MODEL1,PARMS,LLB6,1.141159065,5.672581859,0.553711436,-0.954692814,1.884413057,-1
964,MODEL1,PARMS,LLB6,1.146728929,4.874162044,0.799950889,-2.245562392,4.050292062,-1
965,MODEL1,PARMS,LLB6,1.152442845,4.732601144,0.761558092,-0.546372984,0.467016206,-1
966,MODEL1,PARMS,LLB6,1.13250754,4.295753774,0.904309956,-1.681441798,2.776229888,-1
967,MODEL1,PARMS,LLB6,1.098097243,5.665726983,0.52837802,-0.21676022,0.2459503,-1
968,MODEL1,PARMS,LLB6,1.07860598,5.66510498,0.495146963,0.185252096,-0.612154719,-1
969,MODEL1,PARMS,LLB6,1.048774234,5.189340046,0.651255242,-0.22398515,-0.066996066,-1
970,MODEL1,PARMS,LLB6,1.08463917,5.749058812,0.47778756,0.015182128,-0.149016212,-1
971,MODEL1,PARMS,LLB6,1.148506296,6.885715831,0.170898642,0.976303838,-1.718507258,-1
972,MODEL1,PARMS,LLB6,1.105122364,5.04673416,0.735369805,-1.700030311,3.077847608,-1
973,MODEL1,PARMS,LLB6,1.112997053,5.611735769,0.540152097,0.0100966,-0.383263359,-1
974,MODEL1,PARMS,LLB6,1.117325897,5.0878927,0.718611979,-0.928914842,1.3423232,-1
975,MODEL1,PARMS,LLB6,1.138591715,4.673804773,0.815198911,-1.821297838,3.016864597,-1
976,MODEL1,PARMS,LLB6,1.124039463,6.211272098,0.404822803,-0.141322895,0.268332218,-1
977,MODEL1,PARMS,LLB6,1.093929641,4.078194342,0.931900052,-1.69509325,2.803023627,-1
978,MODEL1,PARMS,LLB6,1.037475611,5.215735986,0.682250525,-1.122412453,1.893050391,-1
979,MODEL1,PARMS,LLB6,1.007027339,6.852297994,0.231623199,0.385711046,-0.528417413,-1
980,MODEL1,PARMS,LLB6,1.121548236,5.854765368,0.417751138,0.844226187,-1.868710357,-1
981,MODEL1,PARMS,LLB6,1.0337174,5.636306723,0.569064191,-0.873469484,1.495503938,-1
982,MODEL1,PARMS,LLB6,1.121420937,5.696184222,0.512623398,0.193124878,-0.621942812,-1
983,MODEL1,PARMS,LLB6,1.172621027,3.481045563,1.132334241,-2.792744266,4.620039409,-1
984,MODEL1,PARMS,LLB6,1.167379924,5.402440024,0.638328549,-0.893101602,1.396315976,-1
985,MODEL1,PARMS,LLB6,1.088972297,3.532194639,1.133606336,-2.512972938,3.974499581,-1
986,MODEL1,PARMS,LLB6,1.079340098,6.387410865,0.289219456,1.142924126,-2.295938426,-1
987,MODEL1,PARMS,LLB6,1.198785833,6.18817134,0.362031766,0.277334201,-0.597400242,-1
988,MODEL1,PARMS,LLB6,1.169390573,4.122749356,0.996655456,-2.212394202,3.477980132,-1
989,MODEL1,PARMS,LLB6,1.014400102,6.23391795,0.364849003,0.38087086,-0.752210857,-1
990,MODEL1,PARMS,LLB6,1.096260739,5.296444897,0.666631471,-1.258263489,2.086708588,-1
991,MODEL1,PARMS,LLB6,1.168628107,5.593179518,0.54403256,-0.156332262,0.085353688,-1
992,MODEL1,PARMS,LLB6,1.097647997,4.147096238,0.916644162,-1.800860873,2.935562925,-1
993,MODEL1,PARMS,LLB6,1.15989421,3.90268397,1.055615461,-2.358906775,3.849181122,-1
994,MODEL1,PARMS,LLB6,1.101483237,5.579042773,0.58048203,-0.53984264,0.788687893,-1
995,MODEL1,PARMS,LLB6,1.051849325,5.920476253,0.407444032,0.965886846,-2.005852499,-1
996,MODEL1,PARMS,LLB6,1.107450226,4.308819849,0.91221725,-2.035620844,3.357632507,-1
997,MODEL1,PARMS,LLB6,1.049746773,5.990407363,0.419084188,0.253901288,-0.594561758,-1
998,MODEL1,PARMS,LLB6,1.095958604,5.215185599,0.665903923,-0.609629168,0.714095277,-1
999,MODEL1,PARMS,LLB6,1.179140715,5.768868901,0.475533994,0.331707507,-0.826815779,-1
1000,MODEL1,PARMS,LLB6,1.075952353,5.005375164,0.685652093,-0.714740505,1.053762895,-1
