SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,RUL
727,MODEL1,PARMS,RUL,1.183313647,3.094132952,1.017428129,-1.706193208,2.473301006,-1
728,MODEL1,PARMS,RUL,1.418254734,6.076060921,0.196619667,1.397690988,-2.637224928,-1
729,MODEL1,PARMS,RUL,1.324329502,4.390934263,0.645233776,0.235884621,-0.844905947,-1
730,MODEL1,PARMS,RUL,1.361479528,4.973957422,0.529431377,-0.052177896,-0.262877913,-1
731,MODEL1,PARMS,RUL,1.235143651,5.336397703,0.399291083,0.956496824,-2.185118923,-1
732,MODEL1,PARMS,RUL,1.325913572,4.596272785,0.65894927,-0.72049446,0.828329467,-1
733,MODEL1,PARMS,RUL,1.265200392,3.632534765,0.906939344,-1.607287579,2.341139207,-1
734,MODEL1,PARMS,RUL,1.354787455,5.805066596,0.268659685,1.451452699,-2.795717294,-1
735,MODEL1,PARMS,RUL,1.221536724,6.167132074,0.183704668,1.387312256,-2.687265438,-1
736,MODEL1,PARMS,RUL,1.246452249,4.512561027,0.667581161,-0.754958416,1.061083341,-1
737,MODEL1,PARMS,RUL,1.219724896,5.630299226,0.386483329,0.091490846,-0.415474325,-1
738,MODEL1,PARMS,RUL,1.334836134,4.265284515,0.799724789,-1.923208142,3.175936345,-1
739,MODEL1,PARMS,RUL,1.355882049,4.491082277,0.688439228,-1.203486097,1.83773787,-1
740,MODEL1,PARMS,RUL,1.318661571,5.756436147,0.342862642,0.391963122,-0.700814399,-1
741,MODEL1,PARMS,RUL,1.167039498,5.508773596,0.361984985,0.705477195,-1.346195481,-1
742,MODEL1,PARMS,RUL,1.283315856,4.89205828,0.523204479,0.313743645,-0.809600743,-1
743,MODEL1,PARMS,RUL,1.22128643,4.375849286,0.712399376,-1.287712065,2.194414389,-1
744,MODEL1,PARMS,RUL,1.314423284,3.534933541,0.974123071,-1.918408746,2.774626787,-1
745,MODEL1,PARMS,RUL,1.294890745,5.564645132,0.363782596,1.193879728,-2.661266096,-1
746,MODEL1,PARMS,RUL,1.22139443,4.125779824,0.746197151,-0.713593957,0.61754487,-1
747,MODEL1,PARMS,RUL,1.207023795,5.996707222,0.243148672,1.16797627,-2.482433811,-1
748,MODEL1,PARMS,RUL,1.303031154,4.504615074,0.662421135,-0.925863639,1.452186326,-1
749,MODEL1,PARMS,RUL,1.252063628,5.350558521,0.400350343,0.640476169,-1.511698032,-1
750,MODEL1,PARMS,RUL,1.267782668,6.011345559,0.273116508,0.306131972,-0.450658417,-1
751,MODEL1,PARMS,RUL,1.232838995,5.471547238,0.395145427,0.17610064,-0.35222609,-1
752,MODEL1,PARMS,RUL,1.34692178,5.994587294,0.245109015,0.287977893,-0.366777722,-1
753,MODEL1,PARMS,RUL,1.190347733,5.795064597,0.316678856,0.521815905,-1.279527404,-1
754,MODEL1,PARMS,RUL,1.227052978,4.434928776,0.672815594,-0.980789121,1.445479574,-1
755,MODEL1,PARMS,RUL,1.232149389,5.156275878,0.477403872,0.422525662,-1.026162704,-1
756,MODEL1,PARMS,RUL,1.345581393,5.051086753,0.486010628,0.632138098,-1.763916032,-1
757,MODEL1,PARMS,RUL,1.301821697,5.377168909,0.473948808,-0.729132133,1.339261577,-1
758,MODEL1,PARMS,RUL,1.270555634,5.903854933,0.284554808,1.15230953,-2.467362527,-1
759,MODEL1,PARMS,RUL,1.234416424,5.102107969,0.503096997,-0.363294743,0.570826646,-1
760,MODEL1,PARMS,RUL,1.284101297,3.854221379,0.846252745,-1.588653556,2.622853531,-1
761,MODEL1,PARMS,RUL,1.212119829,6.400714197,0.161414902,1.080921103,-1.921648741,-1
762,MODEL1,PARMS,RUL,1.266061876,6.960834687,0.03068027,1.215048382,-1.946336535,-1
763,MODEL1,PARMS,RUL,1.321257862,6.2645733,0.154893363,1.768320051,-3.431777248,-1
764,MODEL1,PARMS,RUL,1.304284387,5.218322015,0.413605932,0.975963591,-2.261846849,-1
765,MODEL1,PARMS,RUL,1.291836325,5.588735345,0.371656064,0.34826739,-0.51446052,-1
766,MODEL1,PARMS,RUL,1.212334242,5.977764551,0.236788528,1.190836085,-2.479250623,-1
767,MODEL1,PARMS,RUL,1.235345601,5.046156835,0.454334779,0.941371629,-2.209043092,-1
768,MODEL1,PARMS,RUL,1.258583031,6.166637238,0.170165158,1.554311589,-3.14065519,-1
769,MODEL1,PARMS,RUL,1.275922441,4.581803239,0.612108763,0.218669852,-1.045397474,-1
770,MODEL1,PARMS,RUL,1.259744609,5.143630642,0.508290626,-0.130074156,-0.02880496,-1
771,MODEL1,PARMS,RUL,1.281522532,5.797187593,0.325496713,0.506498047,-0.916006211,-1
772,MODEL1,PARMS,RUL,1.339551532,5.81289889,0.310027435,0.247099681,-0.291099136,-1
773,MODEL1,PARMS,RUL,1.283608376,5.204027481,0.464502067,0.503095093,-1.313765504,-1
774,MODEL1,PARMS,RUL,1.255800764,5.002658973,0.486134993,0.302749586,-0.904706605,-1
775,MODEL1,PARMS,RUL,1.284639754,5.618792709,0.30579361,1.902386801,-4.003676832,-1
776,MODEL1,PARMS,RUL,1.264945582,4.123383162,0.755532499,-1.240083621,2.060163461,-1
777,MODEL1,PARMS,RUL,1.203462544,5.187773879,0.522244165,-1.261047168,2.47645435,-1
778,MODEL1,PARMS,RUL,1.306255548,5.586505096,0.339675126,1.184575397,-2.528794532,-1
779,MODEL1,PARMS,RUL,1.202806483,6.02297823,0.181168798,1.683130752,-3.177249267,-1
780,MODEL1,PARMS,RUL,1.269034581,5.364205614,0.403403134,0.777934442,-1.863138433,-1
781,MODEL1,PARMS,RUL,1.249474146,5.526389028,0.342105788,1.431879187,-3.179820276,-1
782,MODEL1,PARMS,RUL,1.195563214,5.409023426,0.41257357,-0.117490166,0.089258716,-1
783,MODEL1,PARMS,RUL,1.211645541,5.463142214,0.375071937,0.40367941,-0.885602667,-1
784,MODEL1,PARMS,RUL,1.328822614,4.06875495,0.777768028,-1.252805197,1.929221801,-1
785,MODEL1,PARMS,RUL,1.200893887,5.469410309,0.422197803,-0.050425554,-0.032402669,-1
786,MODEL1,PARMS,RUL,1.287987872,3.678794668,0.876760601,-1.614119611,2.574220767,-1
787,MODEL1,PARMS,RUL,1.295776316,3.59558348,0.966008533,-1.882351414,2.783595156,-1
788,MODEL1,PARMS,RUL,1.217925292,3.938054719,0.780548502,-1.078091933,1.525094741,-1
789,MODEL1,PARMS,RUL,1.229015605,4.724906995,0.613125056,-0.463324283,0.611741091,-1
790,MODEL1,PARMS,RUL,1.184208669,4.672003527,0.554938239,0.000505456,-0.37948951,-1
791,MODEL1,PARMS,RUL,1.26921228,3.477100303,0.966855841,-2.418632101,4.001515453,-1
792,MODEL1,PARMS,RUL,1.275224028,4.787135544,0.564033933,-0.321178364,0.326307079,-1
793,MODEL1,PARMS,RUL,1.242970872,4.990269538,0.517502438,0.042364366,-0.439306805,-1
794,MODEL1,PARMS,RUL,1.34302636,5.195947535,0.44368637,0.49217944,-1.20988221,-1
795,MODEL1,PARMS,RUL,1.217265287,4.545560671,0.726577662,-1.474427649,2.482347651,-1
796,MODEL1,PARMS,RUL,1.26305016,5.577869269,0.354585115,0.541061089,-0.9910346,-1
797,MODEL1,PARMS,RUL,1.205115391,6.410621698,0.128308655,1.850976812,-3.592052971,-1
798,MODEL1,PARMS,RUL,1.268364983,4.773092276,0.605386321,-0.539857492,0.710431746,-1
799,MODEL1,PARMS,RUL,1.199408387,5.148829978,0.447068688,0.424346694,-1.18010948,-1
800,MODEL1,PARMS,RUL,1.214564315,4.490710284,0.743241227,-2.287742635,4.333590244,-1
801,MODEL1,PARMS,RUL,1.288875989,3.915131413,0.8264694,-1.580453929,2.654048314,-1
802,MODEL1,PARMS,RUL,1.255469143,5.446019732,0.380267768,0.485395581,-1.010707536,-1
803,MODEL1,PARMS,RUL,1.26182688,5.846616996,0.269210308,1.309379575,-2.702233278,-1
804,MODEL1,PARMS,RUL,1.31489109,5.14606099,0.496088022,-0.133071732,-0.032277671,-1
805,MODEL1,PARMS,RUL,1.217750541,4.482944173,0.713705134,-1.473936495,2.344820777,-1
806,MODEL1,PARMS,RUL,1.195648444,5.562352451,0.375028961,-0.231057382,0.636535314,-1
807,MODEL1,PARMS,RUL,1.284085171,5.581334882,0.359228731,0.53981124,-1.182069743,-1
808,MODEL1,PARMS,RUL,1.285592914,4.640866354,0.624310951,-0.996683418,1.772671194,-1
809,MODEL1,PARMS,RUL,1.399537527,4.961297443,0.575201073,-0.862319351,1.415654258,-1
810,MODEL1,PARMS,RUL,1.22069142,5.6390461,0.348618257,0.204843749,-0.235496168,-1
811,MODEL1,PARMS,RUL,1.357012385,4.024979213,0.803940249,-0.914477925,0.964867553,-1
812,MODEL1,PARMS,RUL,1.325532719,5.527385985,0.382366631,0.670600279,-1.606627234,-1
813,MODEL1,PARMS,RUL,1.260047029,5.190390468,0.46077257,0.048842912,-0.253683653,-1
814,MODEL1,PARMS,RUL,1.266418093,4.124031224,0.720927971,-0.956329278,1.702185778,-1
815,MODEL1,PARMS,RUL,1.310138941,5.179298907,0.481984674,0.10593773,-0.601535324,-1
816,MODEL1,PARMS,RUL,1.251149148,5.311498111,0.444047922,0.542538065,-1.427961155,-1
817,MODEL1,PARMS,RUL,1.220363472,5.191469674,0.486003126,-0.099076627,0.031192167,-1
818,MODEL1,PARMS,RUL,1.24561383,4.928119544,0.551664025,0.040860866,-0.443166517,-1
819,MODEL1,PARMS,RUL,1.336089585,5.405203907,0.383062341,0.957969277,-2.016537758,-1
820,MODEL1,PARMS,RUL,1.272079184,5.07278617,0.506748189,-0.010691588,-0.223340821,-1
821,MODEL1,PARMS,RUL,1.239644008,4.968043835,0.569631116,-0.735196384,1.100260492,-1
822,MODEL1,PARMS,RUL,1.349709975,4.629647832,0.649407788,-0.906893036,1.310258922,-1
823,MODEL1,PARMS,RUL,1.267495124,5.513384294,0.407400137,0.304376955,-0.85809688,-1
824,MODEL1,PARMS,RUL,1.293068893,3.318751547,1.069930432,-3.234341156,5.463921429,-1
825,MODEL1,PARMS,RUL,1.250418387,5.193493304,0.435002698,0.157585431,-0.374863584,-1
826,MODEL1,PARMS,RUL,1.248301134,4.915542546,0.571011951,-0.691914678,1.052634885,-1
827,MODEL1,PARMS,RUL,1.310934339,4.936213986,0.578258343,-0.376442515,0.470908168,-1
828,MODEL1,PARMS,RUL,1.215346398,4.596244292,0.633803165,-0.504425415,0.563181803,-1
829,MODEL1,PARMS,RUL,1.205432703,3.996357472,0.782509214,-1.154928402,1.750823594,-1
830,MODEL1,PARMS,RUL,1.279398101,4.657545672,0.626562043,-0.50175623,0.69921789,-1
831,MODEL1,PARMS,RUL,1.250413821,3.899518868,0.812006975,-1.069012827,1.458822775,-1
832,MODEL1,PARMS,RUL,1.3544078,4.845027165,0.582680313,-0.066305525,-0.366847679,-1
833,MODEL1,PARMS,RUL,1.256294694,6.18660197,0.241649814,0.794166528,-1.587913869,-1
834,MODEL1,PARMS,RUL,1.258750296,5.381183709,0.430691498,0.169739107,-0.602929122,-1
835,MODEL1,PARMS,RUL,1.180127811,5.182547182,0.468204886,-0.046397704,-0.090047832,-1
836,MODEL1,PARMS,RUL,1.228976813,6.236692782,0.189768033,0.948347892,-1.729446926,-1
837,MODEL1,PARMS,RUL,1.272296522,4.588886566,0.638042613,-0.593978692,0.860241569,-1
838,MODEL1,PARMS,RUL,1.242729427,5.196178465,0.48292855,0.202024337,-0.650811235,-1
839,MODEL1,PARMS,RUL,1.216731462,5.294029958,0.396803876,0.499236965,-1.147608551,-1
840,MODEL1,PARMS,RUL,1.282666959,5.34375494,0.482903751,-0.195278106,0.057266725,-1
841,MODEL1,PARMS,RUL,1.228475473,5.657869531,0.348232241,0.382273948,-0.628666542,-1
842,MODEL1,PARMS,RUL,1.220010704,5.307237308,0.453473127,-0.195961003,0.288199385,-1
843,MODEL1,PARMS,RUL,1.34443408,5.365989783,0.423753717,-0.06567608,0.148024439,-1
844,MODEL1,PARMS,RUL,1.258959444,5.793540735,0.288788867,1.516239575,-3.121114437,-1
845,MODEL1,PARMS,RUL,1.317033097,4.23134058,0.753952339,-1.32083694,2.089636754,-1
846,MODEL1,PARMS,RUL,1.34033711,5.471923543,0.331891687,1.403218604,-2.971070709,-1
847,MODEL1,PARMS,RUL,1.272871453,5.118596283,0.507705259,-0.127765067,-0.119715093,-1
848,MODEL1,PARMS,RUL,1.273572598,6.232810686,0.152403304,1.692390698,-3.137753118,-1
849,MODEL1,PARMS,RUL,1.331452017,4.838932923,0.576621022,0.197483956,-1.004739496,-1
850,MODEL1,PARMS,RUL,1.370470195,5.451816266,0.397198535,-0.072704992,0.430960532,-1
851,MODEL1,PARMS,RUL,1.263554799,4.23541673,0.722313807,-1.312584384,2.221443523,-1
852,MODEL1,PARMS,RUL,1.255135581,5.049144569,0.549863641,-0.709754929,1.125059087,-1
853,MODEL1,PARMS,RUL,1.170353557,5.168667523,0.491807218,0.032141358,-0.378301576,-1
854,MODEL1,PARMS,RUL,1.298483378,5.017643865,0.512262034,0.162578759,-0.73543275,-1
855,MODEL1,PARMS,RUL,1.288940693,4.185128322,0.77017326,-0.746594845,0.773619145,-1
856,MODEL1,PARMS,RUL,1.203010121,5.694966133,0.309996762,0.362970723,-0.640285628,-1
857,MODEL1,PARMS,RUL,1.272690868,4.859506725,0.56137205,0.272893037,-1.038204627,-1
858,MODEL1,PARMS,RUL,1.192018378,4.10963523,0.807749728,-1.387587895,1.961745595,-1
859,MODEL1,PARMS,RUL,1.308336045,4.479426976,0.695328055,-1.061606971,1.692607836,-1
860,MODEL1,PARMS,RUL,1.30834602,4.056022496,0.81341956,-1.823319308,3.125729472,-1
861,MODEL1,PARMS,RUL,1.296310034,5.054596157,0.506786762,-0.104666982,-0.130075633,-1
862,MODEL1,PARMS,RUL,1.334148223,5.08637936,0.489073855,0.196144549,-0.743249326,-1
863,MODEL1,PARMS,RUL,1.271386789,6.740083852,0.029403013,2.272991666,-4.378386449,-1
864,MODEL1,PARMS,RUL,1.260314057,5.751050231,0.351691034,0.086783299,-0.205164175,-1
865,MODEL1,PARMS,RUL,1.177838409,3.75409659,0.847286222,-1.225547618,1.631674224,-1
866,MODEL1,PARMS,RUL,1.327375157,4.220172874,0.748159988,-0.921454279,1.045078598,-1
867,MODEL1,PARMS,RUL,1.27109166,4.533309173,0.668570088,-0.929177601,1.347200129,-1
868,MODEL1,PARMS,RUL,1.254620559,4.139246712,0.723578529,-0.083624261,-0.496985341,-1
869,MODEL1,PARMS,RUL,1.316420284,6.424211789,0.137686874,1.239799649,-2.392933651,-1
870,MODEL1,PARMS,RUL,1.274424995,5.37948642,0.400188975,0.522564709,-1.294157102,-1
871,MODEL1,PARMS,RUL,1.294849121,5.117397017,0.528273412,-0.46321141,0.692423256,-1
872,MODEL1,PARMS,RUL,1.375080463,4.809885634,0.601389378,-0.66472019,1.062576106,-1
873,MODEL1,PARMS,RUL,1.217544185,4.216073134,0.794163249,-2.196393118,3.823184123,-1
874,MODEL1,PARMS,RUL,1.259199037,5.49655127,0.357436382,1.364857289,-3.017832102,-1
875,MODEL1,PARMS,RUL,1.333220621,4.469587769,0.706307383,-1.048229944,1.575336683,-1
876,MODEL1,PARMS,RUL,1.306679262,5.100315498,0.477979385,0.156309754,-0.515988248,-1
877,MODEL1,PARMS,RUL,1.292154794,5.351434779,0.421137463,0.413887122,-1.07116827,-1
878,MODEL1,PARMS,RUL,1.289285443,5.357722636,0.419547066,-0.044038255,-0.137486493,-1
879,MODEL1,PARMS,RUL,1.260790368,5.401587273,0.374201804,1.331086874,-2.984287728,-1
880,MODEL1,PARMS,RUL,1.315986465,4.7873405,0.5530581,-0.236336459,0.24055859,-1
881,MODEL1,PARMS,RUL,1.292555018,5.752472742,0.335301555,0.400018268,-0.822504129,-1
882,MODEL1,PARMS,RUL,1.282294299,5.060380866,0.487423266,0.140427484,-0.433516218,-1
883,MODEL1,PARMS,RUL,1.408265607,4.986135961,0.562313536,-0.130903693,-0.184311627,-1
884,MODEL1,PARMS,RUL,1.254828032,4.871923479,0.545102745,0.019314038,-0.464641146,-1
885,MODEL1,PARMS,RUL,1.262490472,5.737344793,0.316269402,0.737457215,-1.342478478,-1
886,MODEL1,PARMS,RUL,1.179880763,5.077024957,0.491618815,-0.009426848,-0.169676626,-1
887,MODEL1,PARMS,RUL,1.206572902,5.07558032,0.523348213,-0.247180554,0.053439654,-1
888,MODEL1,PARMS,RUL,1.255080238,5.146467397,0.498983976,-0.692578925,1.135271003,-1
889,MODEL1,PARMS,RUL,1.195826117,5.491317393,0.385113849,0.404324871,-0.788881931,-1
890,MODEL1,PARMS,RUL,1.265475142,5.984299273,0.261464715,0.770040399,-1.36854744,-1
891,MODEL1,PARMS,RUL,1.366326216,5.848608912,0.27695206,0.827048971,-1.544590005,-1
892,MODEL1,PARMS,RUL,1.25777789,5.709270243,0.316689505,0.661021911,-1.272754011,-1
893,MODEL1,PARMS,RUL,1.312540983,5.393043352,0.428323556,-0.111737161,-0.080156973,-1
894,MODEL1,PARMS,RUL,1.382712323,5.005764702,0.525476998,0.095757929,-0.546488691,-1
895,MODEL1,PARMS,RUL,1.370125708,5.500453797,0.418359007,0.288109439,-0.846792098,-1
896,MODEL1,PARMS,RUL,1.211395323,4.769225239,0.573863822,-0.208282192,0.07833214,-1
897,MODEL1,PARMS,RUL,1.236690191,4.459833641,0.680378446,-0.903816028,1.470760249,-1
898,MODEL1,PARMS,RUL,1.275512704,4.206682677,0.720779138,-0.408036969,0.237453255,-1
899,MODEL1,PARMS,RUL,1.203649381,5.70428565,0.303700533,0.527580246,-1.075495726,-1
900,MODEL1,PARMS,RUL,1.281131006,5.861821127,0.307267217,0.654553679,-1.485863523,-1
901,MODEL1,PARMS,RUL,1.249612587,4.486545721,0.699839284,-0.834108465,1.029737087,-1
902,MODEL1,PARMS,RUL,1.337268319,4.957978497,0.563773445,-0.562233785,0.772580129,-1
903,MODEL1,PARMS,RUL,1.251588621,5.398160039,0.403344954,0.242369661,-0.7781536,-1
904,MODEL1,PARMS,RUL,1.319834967,5.0855281,0.486285795,-0.02215844,-0.077099069,-1
905,MODEL1,PARMS,RUL,1.39932062,3.340690219,1.053842387,-2.276863874,3.342278871,-1
906,MODEL1,PARMS,RUL,1.20321297,6.08407118,0.239276439,0.883112876,-1.638783986,-1
907,MODEL1,PARMS,RUL,1.268031508,4.796879845,0.591258952,-0.37497424,0.435712251,-1
908,MODEL1,PARMS,RUL,1.213335684,3.841841649,0.89266643,-2.443555326,4.091132923,-1
909,MODEL1,PARMS,RUL,1.186538543,5.594817586,0.366668525,0.399013606,-0.983501944,-1
910,MODEL1,PARMS,RUL,1.255863772,5.215274917,0.418094585,0.624909475,-1.274836341,-1
911,MODEL1,PARMS,RUL,1.325446926,5.185876865,0.523601474,0.213444826,-1.046264553,-1
912,MODEL1,PARMS,RUL,1.393244311,5.022176453,0.477774768,0.760791902,-1.761636748,-1
913,MODEL1,PARMS,RUL,1.287940604,3.929566554,0.813388077,-0.997485959,1.240505527,-1
914,MODEL1,PARMS,RUL,1.242177935,5.262582608,0.464897251,-0.493859966,0.964452304,-1
915,MODEL1,PARMS,RUL,1.303286806,4.289855691,0.682171354,-0.642531885,0.734644602,-1
916,MODEL1,PARMS,RUL,1.293865849,4.946063554,0.541359107,0.06123389,-0.57164753,-1
